livrooms_count,district,year,level,house_levels,const_tech,area,liv_area,kitchen_area,price
1,Автозаводский,2015.0,4,10,панель,17.1,12.0,1.0,3480000
2,Автозаводский,1965.0,1,5,панель,44.6,30.7,6.0,4500000
1,Московский,1981.0,2,9,кирпич,22.0,12.0,5.0,3750000
1,Приокский,1961.0,4,4,кирпич,31.8,17.5,5.7,4500000
2,Советский,1967.0,5,5,панель,44.8,33.4,5.5,5200000
1,Ленинский,2026.0,4,14,блок+утеплитель,35.72,14.67,10.26,5979750
1,Ленинский,2026.0,6,14,блок+утеплитель,41.38,17.08,11.08,6924750
3,Советский,2008.0,1,5,кирпич,86.0,50.0,15.0,15400000
2,Ленинский,2026.0,9,14,блок+утеплитель,57.87,29.88,11.49,9747500
1,Ленинский,2026.0,4,14,блок+утеплитель,42.96,18.58,11.1,7206500
2,Ленинский,2026.0,5,14,блок+утеплитель,51.26,25.31,11.48,8428600
3,Нижегородский,2016.0,7,10,кирпич,118.0,45.0,45.0,39000000
0,Сормовский,2016.0,3,12,кирпич,26.3,18.0,1.0,5100000
1,Сормовский,2008.0,6,10,кирпич,41.6,20.0,12.0,5800000
2,Советский,2009.0,11,17,кирпич,68.7,25.1,13.7,19700000
3,Автозаводский,1978.0,5,9,панель,58.0,38.2,9.0,6250000
1,Приокский,2008.0,10,14,кирпич,43.8,19.7,10.7,9500000
1,Московский,1985.0,7,9,кирпич,36.7,17.5,8.1,5100000
1,Сормовский,2009.0,4,9,кирпич,70.0,30.2,22.7,9990000
2,Сормовский,1966.0,3,5,панель,46.4,30.4,5.5,5100000
1,Московский,1960.0,1,4,кирпич,29.7,17.0,5.0,3850000
2,Сормовский,,2,2,дерево,45.3,31.0,6.0,3600000
0,Советский,1970.0,3,4,кирпич,23.0,16.0,1.0,3450000
0,Канавинский,1962.0,1,5,кирпич,19.0,11.0,1.0,3150000
0,Советский,1978.0,3,9,кирпич,18.0,11.0,1.0,3499999
3,Сормовский,1974.0,5,9,кирпич,59.7,40.8,7.0,6200000
1,Автозаводский,2012.0,6,10,блок+утеплитель,28.3,16.0,5.1,4900000
4,Приокский,1985.0,7,9,кирпич,76.4,54.3,8.0,10060000
2,Автозаводский,2022.0,7,10,панель,55.6,35.9,8.6,9100000
2,Приокский,1958.0,1,3,кирпич,37.5,27.0,5.6,5600000
1,Приокский,1974.0,4,9,кирпич,21.0,12.0,5.7,4150000
4,Ленинский,1970.0,5,5,панель,58.8,42.3,6.0,7300000
2,Канавинский,1965.0,5,5,кирпич,44.4,30.0,5.8,4050000
2,Автозаводский,1961.0,1,5,панель,44.4,30.5,5.5,4685000
3,Нижегородский,2021.0,4,17,кирпич,98.0,55.0,15.0,17500000
1,Советский,2021.0,4,17,блок+утеплитель,32.5,14.3,10.6,8300000
3,Советский,1979.0,9,9,панель,65.0,42.5,6.5,7300000
3,Сормовский,1985.0,9,9,панель,53.0,36.2,7.0,5450000
3,Нижегородский,2024.0,7,17,кирпич,94.0,52.0,15.0,34500000
2,Автозаводский,1959.0,3,5,кирпич,44.8,28.2,5.4,4950000
1,Ленинский,1969.0,3,5,панель,32.0,18.7,5.7,4800000
3,Сормовский,1960.0,1,3,кирпич,43.2,31.0,6.0,5050000
1,Приокский,2015.0,13,17,блок+утеплитель,42.5,19.7,9.4,8360000
2,Приокский,1996.0,3,10,панель,53.0,35.0,8.0,8280000
2,Советский,1995.0,4,6,панель,48.0,25.0,5.0,7500000
3,Советский,1956.0,2,2,шлакоблок,62.4,41.8,8.5,5650000
2,Ленинский,2018.0,18,23,блок+утеплитель,50.4,28.2,9.4,9600000
2,Автозаводский,1941.0,5,5,кирпич,67.0,38.0,8.0,7800000
2,Автозаводский,1973.0,3,5,панель,44.5,31.0,6.0,4150000
4,Нижегородский,2004.0,7,7,кирпич,150.0,70.0,20.0,36000000
4,Автозаводский,,1,12,панель,90.8,56.0,10.0,10300000
3,Автозаводский,1979.0,9,9,панель,65.4,41.7,8.9,7850000
2,Московский,1977.0,7,9,панель,43.3,28.0,7.1,6500000
2,Автозаводский,1971.0,1,5,панель,42.0,28.0,6.0,5350000
3,Автозаводский,1975.0,8,9,панель,55.0,40.0,7.0,7100000
2,Автозаводский,1969.0,3,5,кирпич,41.5,23.0,9.5,4850000
1,Советский,2011.0,8,10,кирпич,36.9,15.1,8.4,7920000
3,Нижегородский,1968.0,3,5,кирпич,62.9,48.2,6.0,11600000
2,Автозаводский,1971.0,5,9,кирпич,44.4,24.6,7.4,6340000
2,Нижегородский,2024.0,9,19,монолитный железобетон,68.5,32.6,11.7,16990000
2,Автозаводский,2025.0,1,5,монолитный железобетон,62.1,31.0,16.3,9390000
3,Автозаводский,2026.0,2,4,монолитный железобетон,79.0,42.0,13.0,10790000
1,Автозаводский,2027.0,4,5,монолитный железобетон,35.9,14.2,12.2,6190000
3,Советский,2026.0,16,23,панель,81.22,41.2,18.3,19800000
1,Советский,2026.0,20,25,монолитный железобетон,40.9,16.3,10.9,8550000
1,Нижегородский,2024.0,13,19,монолитный железобетон,47.65,11.7,17.1,11890000
2,Приокский,2026.0,7,25,монолитный железобетон,64.0,32.0,12.0,10700000
3,Советский,2026.0,16,23,панель,81.22,41.2,18.3,19800000
1,Нижегородский,2006.0,9,10,кирпич,41.8,18.2,9.0,8500000
1,Советский,2024.0,4,10,блок+утеплитель,37.4,13.1,14.0,6600000
1,Автозаводский,2010.0,17,17,блок+утеплитель,42.5,21.4,10.0,7500000
3,Автозаводский,1970.0,3,9,панель,52.3,36.8,7.0,5300000
3,Автозаводский,1994.0,8,10,панель,70.1,42.4,8.6,8000000
3,Советский,1965.0,4,5,панель,59.1,46.3,5.6,7150000
2,Автозаводский,1978.0,10,14,кирпич,48.0,30.0,7.5,6000000
2,Нижегородский,1971.0,2,5,кирпич,47.0,31.1,5.8,5900000
3,Нижегородский,2010.0,4,19,кирпич,81.9,52.6,10.0,25000000
2,Новинский,2015.0,3,3,блок+утеплитель,48.6,25.0,9.0,4800000
2,Автозаводский,1960.0,3,3,шлакоблок,35.0,24.2,4.7,4000000
2,Автозаводский,1960.0,2,3,шлакоблок,35.4,24.9,4.2,3700000
0,Советский,2024.0,1,10,блок+утеплитель,28.0,14.0,1.0,5599999
1,Канавинский,1965.0,5,5,кирпич,31.3,20.0,6.0,3990000
1,Автозаводский,2016.0,5,10,кирпич,40.5,22.3,11.2,8400000
2,Автозаводский,1970.0,1,5,панель,47.4,31.9,5.9,4950000
2,Автозаводский,1991.0,7,9,панель,42.9,27.2,7.1,6200000
3,Ленинский,1977.0,1,9,кирпич,60.0,39.5,7.4,7500000
2,Приокский,1976.0,3,9,кирпич,41.0,27.1,5.4,6300000
2,Нижегородский,2004.0,5,5,кирпич,67.9,29.3,18.7,14950000
3,Сормовский,1980.0,2,9,панель,56.8,36.7,7.1,5300000
3,Нижегородский,2011.0,2,10,блок+утеплитель,101.2,63.0,19.0,18900000
3,Канавинский,2015.0,9,9,кирпич,68.0,40.9,8.8,14500000
2,Советский,,1,3,кирпич,78.0,50.0,16.0,9500000
2,Ленинский,1955.0,1,2,кирпич,44.5,23.5,12.0,4700000
2,Канавинский,1977.0,4,5,кирпич,46.8,31.1,6.0,5190000
2,Сормовский,2023.0,7,10,панель,54.0,30.5,10.2,7650000
3,Ленинский,1955.0,1,5,кирпич,76.5,52.3,8.7,9000000
4,Советский,1982.0,3,5,кирпич,62.0,47.0,6.0,9999000
2,Нижегородский,2019.0,2,5,кирпич,94.0,50.0,13.0,20500000
3,Нижегородский,2024.0,12,16,кирпич,105.0,64.0,18.0,22490000
2,Автозаводский,2027.0,2,4,кирпич,53.1,21.5,14.3,7760000
3,Нижегородский,2026.0,11,17,блок+утеплитель,109.59,50.78,26.67,33596934
2,Нижегородский,2026.0,6,17,блок+утеплитель,78.33,31.19,26.06,24990396
1,Нижегородский,2026.0,12,17,блок+утеплитель,55.24,15.29,22.31,18911682
1,Нижегородский,2026.0,11,17,блок+утеплитель,55.24,15.29,22.31,18583388
1,Нижегородский,2026.0,7,17,блок+утеплитель,50.67,16.11,18.77,16165798
2,Нижегородский,2026.0,9,17,блок+утеплитель,79.0,32.16,26.96,26085130
1,Нижегородский,2026.0,9,17,блок+утеплитель,55.24,15.29,22.31,18091500
2,Нижегородский,2026.0,7,17,блок+утеплитель,78.33,31.19,26.06,25198662
3,Нижегородский,2026.0,8,17,блок+утеплитель,109.59,50.78,26.67,32050873
1,Нижегородский,2026.0,10,17,блок+утеплитель,50.67,16.11,18.77,16900163
3,Нижегородский,2026.0,12,17,блок+утеплитель,109.59,50.78,26.67,34217051
1,Нижегородский,2026.0,8,17,блок+утеплитель,55.24,15.29,22.31,17934182
1,Нижегородский,2026.0,6,17,блок+утеплитель,50.67,16.11,18.77,16031030
2,Нижегородский,2026.0,7,17,блок+утеплитель,79.0,32.16,26.96,25414200
1,Нижегородский,2026.0,12,17,блок+утеплитель,50.67,16.11,18.77,17347120
1,Нижегородский,2026.0,13,17,блок+утеплитель,50.67,16.11,18.77,17459735
1,Нижегородский,2026.0,8,17,блок+утеплитель,50.67,16.11,18.77,16450489
1,Нижегородский,2026.0,13,17,блок+утеплитель,55.24,15.29,22.31,19034453
2,Нижегородский,2026.0,12,17,блок+утеплитель,79.0,32.16,26.96,27262400
1,Нижегородский,2026.0,11,17,блок+утеплитель,50.67,16.11,18.77,17045987
1,Нижегородский,2026.0,10,17,блок+утеплитель,55.24,15.29,22.31,18424414
1,Нижегородский,2026.0,7,17,блок+утеплитель,55.24,15.29,22.31,17623815
2,Нижегородский,2026.0,13,17,блок+утеплитель,79.0,32.16,26.96,27437547
2,Нижегородский,2026.0,8,17,блок+утеплитель,79.0,32.16,26.96,25860074
2,Нижегородский,2026.0,10,17,блок+утеплитель,79.0,32.16,26.96,26563320
2,Нижегородский,2026.0,11,17,блок+утеплитель,79.0,32.16,26.96,26790817
2,Нижегородский,2026.0,12,17,блок+утеплитель,79.0,32.16,26.96,27262400
3,Нижегородский,2026.0,8,17,блок+утеплитель,109.59,50.78,26.67,32050873
2,Нижегородский,2026.0,5,17,блок+утеплитель,79.0,32.16,26.96,23919454
2,Нижегородский,2026.0,6,17,блок+утеплитель,79.0,32.16,26.96,25204153
1,Нижегородский,2026.0,5,17,блок+утеплитель,50.67,16.11,18.77,15208369
2,Нижегородский,2026.0,5,17,блок+утеплитель,78.33,31.19,26.06,23716593
2,Нижегородский,2026.0,3,17,блок+утеплитель,78.33,31.19,26.06,22251755
1,Нижегородский,2026.0,3,17,блок+утеплитель,50.67,16.11,18.77,14655983
1,Нижегородский,2026.0,4,17,блок+утеплитель,50.67,16.11,18.77,15090044
2,Нижегородский,2026.0,4,17,блок+утеплитель,78.33,31.19,26.06,23533889
2,Нижегородский,2026.0,3,17,блок+утеплитель,79.0,32.16,26.96,22442087
1,Нижегородский,2026.0,6,17,блок+утеплитель,55.24,15.29,22.31,17476891
1,Нижегородский,2026.0,5,17,блок+утеплитель,55.24,15.29,22.31,16580084
2,Нижегородский,2026.0,4,17,блок+утеплитель,79.0,32.16,26.96,23735259
3,Советский,1972.0,5,6,кирпич,61.5,47.6,6.0,7100000
3,Ленинский,1976.0,8,9,панель,58.0,38.0,8.8,5999999
3,Автозаводский,2019.0,3,9,блок+утеплитель,75.3,46.7,11.6,13700000
1,Сормовский,2012.0,17,17,блок+утеплитель,43.0,17.5,10.3,9499000
2,Приокский,1971.0,1,5,кирпич,45.1,30.0,6.0,5400000
1,Нижегородский,1991.0,1,14,кирпич,36.3,18.5,7.1,7850000
2,Сормовский,2020.0,1,10,кирпич,55.0,31.0,9.0,8300000
2,Приокский,1993.0,1,9,панель,51.6,31.0,8.0,7950000
1,Сормовский,2020.0,1,10,кирпич,55.0,11.0,29.0,8300000
2,Московский,1951.0,2,2,шлакоблок,37.0,27.7,9.3,3700000
3,Нижегородский,1985.0,8,9,панель,63.0,38.0,9.5,8500000
3,Канавинский,1916.0,4,4,кирпич,41.4,30.2,7.6,3650000
0,Автозаводский,2014.0,15,17,блок+утеплитель,23.0,15.5,1.0,4700000
2,Автозаводский,1984.0,4,5,панель,52.0,28.0,9.0,4350000
3,Нижегородский,2003.0,2,9,кирпич,82.0,45.0,12.5,13200000
1,Приокский,2014.0,7,17,блок+утеплитель,41.8,19.5,9.6,7000000
2,Приокский,1967.0,2,5,кирпич,43.0,27.0,6.0,5500000
2,Приокский,2009.0,11,17,блок+утеплитель,67.2,36.0,16.1,11700000
0,Советский,2019.0,8,14,блок+утеплитель,20.3,11.0,1.0,6200000
3,Ленинский,1970.0,3,5,панель,61.1,45.8,5.7,7200000
1,Московский,1965.0,5,6,кирпич,30.7,18.6,6.0,4000000
2,Автозаводский,1968.0,3,5,кирпич,45.1,29.7,5.8,4500000
1,Автозаводский,1961.0,5,5,кирпич,32.1,17.2,5.2,5100000
2,Новинский,2020.0,2,5,блок+утеплитель,51.0,35.8,14.2,7990000
3,Нижегородский,2007.0,2,10,кирпич,81.4,48.3,14.2,14200000
1,Московский,1975.0,7,9,кирпич,28.5,17.0,5.8,3400000
1,Приокский,1967.0,2,5,кирпич,30.4,17.5,6.0,4450000
3,Нижегородский,1982.0,2,9,кирпич,63.4,39.7,7.0,11500000
1,Канавинский,1986.0,8,9,кирпич,28.6,13.6,8.2,3650000
1,Ленинский,,5,5,кирпич,26.2,13.5,7.0,3900000
2,Автозаводский,1960.0,3,3,шлакоблок,36.9,27.1,5.0,3900000
0,Автозаводский,2018.0,6,10,панель,20.4,12.5,1.0,3800000
3,Приокский,2015.0,13,17,блок+утеплитель,80.4,48.4,11.4,13500000
1,Советский,2007.0,9,9,кирпич,64.0,20.0,24.0,14000000
2,Советский,1991.0,6,12,кирпич,52.0,28.4,7.5,7300000
4,Автозаводский,1974.0,6,9,панель,80.0,57.0,9.0,11200000
1,Сормовский,2015.0,6,14,блок+утеплитель,42.8,20.9,9.3,6400000
3,Советский,2018.0,15,25,блок+утеплитель,85.9,38.9,26.8,19500000
0,Автозаводский,2021.0,6,10,кирпич,18.4,10.0,1.0,4200000
1,Канавинский,1972.0,3,5,кирпич,30.4,18.0,5.5,5000000
1,Приокский,2008.0,9,10,кирпич,43.7,17.0,12.0,8500000
1,Нижегородский,1996.0,4,10,панель,32.9,17.1,8.2,6650000
1,Канавинский,1986.0,1,9,панель,34.0,17.5,8.4,6800000
0,Советский,2019.0,9,10,блок+утеплитель,24.8,12.1,1.0,5000000
4,Автозаводский,1976.0,2,9,панель,58.7,42.8,6.0,6100000
2,Ленинский,1960.0,1,5,кирпич,41.0,27.7,5.7,6555000
3,Московский,1940.0,1,5,кирпич,80.8,53.2,7.5,7900000
3,Нижегородский,2012.0,14,17,панель,82.0,46.0,11.0,14500000
2,Автозаводский,1960.0,2,3,шлакоблок,39.5,28.3,4.6,3900000
2,Сормовский,2023.0,12,25,блок+утеплитель,57.8,27.6,12.3,10500000
2,Советский,1967.0,2,5,кирпич,45.0,30.5,6.0,5890000
3,Нижегородский,1982.0,5,9,панель,64.0,38.2,9.3,7600000
3,Ленинский,1963.0,5,5,кирпич,56.3,41.3,5.8,5200000
3,Канавинский,1984.0,6,9,панель,66.3,38.0,9.3,9350000
3,Ленинский,1987.0,4,9,панель,64.0,38.4,9.1,9600000
1,Нижегородский,1960.0,1,3,кирпич,30.1,17.6,6.0,5780000
3,Канавинский,1973.0,5,9,кирпич,58.2,39.6,6.9,5800000
4,Советский,2023.0,19,19,панель,285.9,80.8,59.58,95000000
1,Ленинский,,5,5,панель,30.2,19.0,5.5,3840000
1,Ленинский,1962.0,3,5,кирпич,31.4,18.0,5.9,3650000
3,Канавинский,1990.0,9,10,панель,76.2,45.4,10.7,9650000
1,Канавинский,2005.0,1,9,панель,43.5,18.0,9.0,5800000
2,Автозаводский,1949.0,1,2,шлакоблок,43.9,25.8,9.6,3590000
1,Московский,1965.0,4,5,кирпич,30.4,18.5,5.1,3750000
2,Новинский,2020.0,3,5,блок+утеплитель,49.6,27.1,8.8,6000000
1,Канавинский,2015.0,21,23,блок+утеплитель,35.9,15.7,9.1,9100000
1,Нижегородский,1986.0,2,9,панель,34.8,18.0,9.2,5480000
1,Советский,1965.0,2,5,кирпич,30.4,16.2,6.4,4700000
1,Нижегородский,1965.0,2,5,кирпич,31.0,18.0,6.0,8900000
2,Московский,1959.0,5,5,кирпич,43.7,27.6,5.8,5100000
2,Автозаводский,1971.0,2,5,панель,51.1,34.5,6.0,6000000
2,Советский,1960.0,3,3,кирпич,40.8,28.2,5.5,5700000
3,Советский,1964.0,1,5,кирпич,41.9,28.6,5.7,5090000
2,Нижегородский,2024.0,13,25,блок+утеплитель,52.5,24.0,10.8,10300000
2,Ленинский,1974.0,5,6,кирпич,59.5,35.7,7.7,6600000
2,Московский,1961.0,5,5,кирпич,41.9,30.0,5.6,4600000
0,Автозаводский,2019.0,10,10,кирпич,18.3,11.2,1.0,3750000
2,Ленинский,1957.0,1,2,шлакоблок,38.4,28.3,5.0,3400000
2,Автозаводский,1965.0,4,5,панель,43.0,28.5,5.6,4300000
2,Ленинский,2019.0,12,18,блок+утеплитель,51.7,30.0,9.2,11000000
2,Автозаводский,1968.0,1,5,панель,43.2,27.8,5.5,4000000
2,Автозаводский,2025.0,10,17,панель,52.8,24.4,14.3,7650000
1,Автозаводский,1962.0,1,2,кирпич,32.8,21.0,6.1,3800000
1,Советский,2024.0,7,10,блок+утеплитель,23.8,15.4,4.0,5050000
2,Автозаводский,,3,3,шлакоблок,38.1,27.0,4.7,3900000
1,Приокский,2024.0,10,10,кирпич,43.1,18.5,11.9,6300000
1,Автозаводский,1982.0,5,9,кирпич,30.0,18.0,6.0,3850000
2,Канавинский,1967.0,3,5,кирпич,45.6,27.0,6.5,5150000
3,Московский,1960.0,4,4,кирпич,56.4,38.8,5.6,5300000
3,Сормовский,1965.0,2,9,панель,64.2,45.0,8.0,7700000
1,Советский,2022.0,13,18,блок+утеплитель,33.1,10.8,12.5,6590000
3,Московский,1968.0,6,6,кирпич,58.8,41.3,5.8,6150000
3,Нижегородский,1996.0,4,10,панель,65.8,40.0,9.6,10700000
1,Советский,1964.0,4,5,кирпич,29.1,16.6,6.0,4600000
1,Канавинский,1959.0,3,3,кирпич,33.9,22.3,5.8,3150000
4,Московский,1938.0,3,5,кирпич,106.1,73.0,15.0,14000000
2,Приокский,1954.0,3,4,кирпич,59.4,31.9,10.8,8000000
2,Ленинский,2026.0,4,14,блок+утеплитель,55.25,26.93,11.49,9084800
1,Ленинский,2026.0,6,14,блок+утеплитель,41.32,17.08,11.03,6912505
3,Ленинский,2026.0,4,14,блок+утеплитель,73.99,41.45,14.32,12576600
2,Ленинский,2026.0,5,14,блок+утеплитель,56.7,30.37,11.39,9640700
1,Ленинский,2026.0,7,14,блок+утеплитель,36.31,14.73,10.26,6083000
2,Приокский,1954.0,3,4,кирпич,58.8,31.9,10.8,8000000
4,Нижегородский,2013.0,3,10,кирпич,163.1,100.0,30.0,73000000
3,Ленинский,1963.0,1,4,кирпич,42.7,31.6,5.6,5200000
2,Нижегородский,2023.0,6,12,блок+утеплитель,64.0,22.3,21.2,15000000
2,Советский,1979.0,6,9,панель,43.5,27.6,7.1,6590000
2,Канавинский,1980.0,5,5,кирпич,39.0,25.6,6.0,4800000
2,Ленинский,1963.0,4,5,кирпич,43.0,28.5,6.0,5500000
1,Сормовский,1965.0,1,5,панель,29.9,18.7,5.4,3350000
2,Московский,1962.0,5,5,кирпич,41.0,28.0,5.5,4500000
2,Новинский,2023.0,2,10,блок+утеплитель,51.0,26.0,15.0,5750000
3,Приокский,2015.0,7,17,кирпич,71.7,37.5,15.7,16500000
2,Советский,1995.0,10,10,панель,57.9,32.9,8.0,9000000
1,Автозаводский,1996.0,1,10,кирпич,34.5,18.2,8.2,4200000
3,Автозаводский,1974.0,4,9,панель,55.9,39.9,7.0,7850000
2,Автозаводский,1984.0,5,9,панель,42.5,27.1,6.8,5650000
2,Сормовский,1951.0,2,2,кирпич,45.6,31.7,7.7,3300000
2,Автозаводский,1989.0,2,10,монолитный железобетон,54.1,29.73,8.6,7500000
3,Автозаводский,1975.0,1,5,панель,61.9,46.3,5.8,7000000
1,Канавинский,1971.0,5,5,кирпич,32.0,17.0,7.0,3800000
5,Автозаводский,1990.0,12,12,кирпич,115.5,80.0,10.0,16250000
3,Автозаводский,1979.0,2,9,панель,55.7,40.0,7.0,6200000
2,Московский,1967.0,5,6,кирпич,39.9,26.0,6.0,4200000
2,Советский,1960.0,5,5,кирпич,42.1,29.2,5.9,6000000
2,Автозаводский,1986.0,6,10,панель,52.1,30.5,8.3,6600000
1,Советский,1986.0,2,9,кирпич,33.0,15.2,7.7,6700000
2,Сормовский,1965.0,4,5,панель,44.9,30.5,5.5,5000000
0,Автозаводский,,4,5,кирпич,12.7,8.2,1.0,1500000
2,Сормовский,1970.0,8,9,панель,45.7,27.4,7.1,4800000
3,Ленинский,1969.0,1,5,кирпич,51.0,36.1,6.0,6200000
1,Нижегородский,2016.0,7,18,блок+утеплитель,63.0,26.5,16.6,15900000
2,Канавинский,1972.0,5,5,кирпич,44.7,30.3,5.9,6300000
3,Канавинский,2017.0,19,27,панель,78.3,47.7,19.3,10500000
2,Нижегородский,2021.0,6,8,кирпич,91.7,35.0,20.0,26400000
1,Автозаводский,1979.0,4,9,кирпич,29.4,18.1,5.2,3950000
3,Советский,1977.0,7,9,кирпич,58.0,40.0,7.0,7650000
1,Московский,1991.0,3,9,кирпич,35.4,20.4,7.7,3990000
0,Автозаводский,2021.0,5,10,панель,25.91,13.39,1.0,3900000
2,Нижегородский,1965.0,2,5,панель,44.2,30.4,5.5,7400000
1,Автозаводский,1988.0,9,9,кирпич,37.3,18.2,9.8,4400000
3,Автозаводский,1982.0,1,9,панель,62.1,45.1,7.1,6400000
1,Приокский,2013.0,3,17,блок+утеплитель,41.6,19.0,9.3,6800000
1,Нижегородский,2002.0,9,9,панель,37.4,18.0,8.6,6400000
2,Новинский,2015.0,2,3,блок+утеплитель,49.0,30.0,8.4,5180000
2,Автозаводский,1968.0,1,5,панель,45.0,33.5,5.5,4100000
1,Автозаводский,1959.0,3,5,кирпич,30.6,16.0,5.7,4298000
2,Автозаводский,1988.0,3,9,кирпич,39.1,22.7,5.7,5300000
3,Советский,2025.0,7,13,кирпич,82.1,38.1,22.2,24102925
1,Московский,1967.0,4,5,кирпич,30.3,17.7,5.8,4200000
2,Приокский,1978.0,1,5,кирпич,45.6,30.0,7.0,5650000
4,Канавинский,1979.0,6,9,панель,79.3,55.8,9.0,12700000
2,Московский,2026.0,7,17,монолитный железобетон,58.34,26.79,1.0,10740000
3,Московский,2026.0,7,17,монолитный железобетон,77.42,40.07,1.0,13520000
2,Канавинский,2005.0,15,18,кирпич,75.7,44.0,9.7,15500000
1,Московский,1958.0,1,5,кирпич,30.8,17.0,5.3,4200000
2,Канавинский,1965.0,2,5,кирпич,44.0,26.0,6.0,4799000
1,Московский,1968.0,5,5,панель,30.9,19.4,5.7,3399000
2,Советский,1958.0,1,2,кирпич,31.2,20.1,4.7,3500000
1,Московский,2014.0,8,10,панель,29.6,16.3,5.0,5590000
2,Нижегородский,1961.0,4,5,кирпич,55.4,34.0,9.1,10000000
0,Ленинский,2024.0,14,22,панель,32.0,19.6,1.0,6400000
2,Московский,1966.0,5,5,панель,45.0,30.6,5.5,4060000
3,Канавинский,1978.0,8,9,панель,58.0,39.6,7.1,6550000
1,Приокский,2020.0,18,19,блок+утеплитель,36.6,16.8,8.3,6900000
2,Советский,2015.0,6,14,блок+утеплитель,64.6,37.2,10.2,16300000
1,Советский,1975.0,8,9,кирпич,31.2,18.0,7.0,7580000
2,Сормовский,1979.0,1,9,панель,43.9,27.3,7.1,5350000
3,Сормовский,1969.0,6,9,панель,60.6,44.6,7.0,7350000
2,Автозаводский,1975.0,6,9,панель,38.1,22.7,6.0,5400000
2,Приокский,1953.0,3,4,кирпич,48.0,33.9,6.1,7500000
3,Нижегородский,2021.0,2,21,кирпич,99.3,50.1,13.0,19500000
1,Канавинский,2009.0,13,16,блок+утеплитель,44.8,20.5,12.3,7900000
2,Ленинский,1970.0,4,5,панель,42.4,27.8,5.4,5200000
3,Советский,1979.0,4,9,панель,70.0,47.0,9.0,9000000
2,Нижегородский,1976.0,6,9,панель,48.2,27.5,6.7,7900000
3,Нижегородский,1981.0,1,9,панель,67.8,46.0,8.5,7100000
2,Московский,,2,5,кирпич,58.6,37.4,10.0,7100000
2,Московский,1954.0,5,5,кирпич,51.4,30.9,7.5,7200000
2,Нижегородский,2015.0,17,17,блок+утеплитель,65.6,33.9,12.2,11990000
3,Советский,2013.0,8,19,блок+утеплитель,92.9,50.6,13.2,22200000
1,Канавинский,1986.0,8,9,кирпич,28.6,13.6,8.2,3650000
3,Советский,2022.0,2,10,блок+утеплитель,98.9,48.5,11.5,13100000
1,Советский,2024.0,6,16,блок+утеплитель,36.8,14.2,14.1,8200000
2,Канавинский,1959.0,4,5,кирпич,60.1,32.1,7.7,8700000
3,Приокский,2014.0,15,19,блок+утеплитель,65.0,36.7,10.3,11800000
1,Автозаводский,1976.0,7,9,панель,32.4,17.3,6.0,4500000
2,Автозаводский,,1,9,кирпич,30.0,19.6,4.4,4400000
2,Автозаводский,1983.0,9,14,кирпич,54.9,30.0,8.0,8100000
2,Канавинский,2025.0,4,9,монолитный железобетон,67.81,36.51,14.17,7758413
0,Московский,1982.0,4,9,кирпич,19.0,14.0,1.0,2320000
3,Московский,1975.0,5,9,панель,59.6,42.4,7.0,7430000
1,Ленинский,2017.0,8,24,блок+утеплитель,45.9,27.5,17.0,8400000
2,Сормовский,1977.0,5,9,панель,37.6,22.3,5.8,4550000
1,Автозаводский,1959.0,4,5,кирпич,31.7,16.7,5.3,4900000
1,Нижегородский,1974.0,9,9,панель,33.7,17.0,10.2,6400000
2,Московский,1988.0,6,9,панель,44.1,27.0,7.0,7500000
3,Сормовский,1974.0,4,9,кирпич,58.3,39.7,7.2,4900000
2,Ленинский,1957.0,4,5,кирпич,58.0,32.4,8.2,7000000
3,Сормовский,1975.0,5,9,панель,57.4,40.0,7.0,5750000
2,Автозаводский,1962.0,1,3,кирпич,35.0,24.2,5.0,3500000
2,Советский,2022.0,5,18,блок+утеплитель,68.7,34.2,12.2,10250000
2,Нижегородский,,1,5,кирпич,39.0,24.1,5.0,3790000
3,Канавинский,1979.0,2,9,панель,73.0,41.0,8.8,8900000
2,Автозаводский,1968.0,4,5,кирпич,46.0,31.2,6.2,5300000
2,Канавинский,1969.0,3,9,панель,45.5,27.5,7.0,5950000
3,Автозаводский,1969.0,5,5,панель,58.2,45.5,6.0,6900000
3,Нижегородский,2004.0,3,7,кирпич,102.1,53.7,14.9,24000000
3,Автозаводский,1976.0,4,5,кирпич,62.1,45.7,6.0,5800000
2,Автозаводский,1930.0,3,4,кирпич,42.8,30.0,4.5,6000000
2,Автозаводский,1974.0,8,9,панель,42.4,25.7,5.9,5790000
2,Ленинский,1950.0,2,2,кирпич,37.7,22.6,7.7,4100000
2,Советский,2022.0,2,10,блок+утеплитель,98.9,48.5,11.5,13100000
2,Автозаводский,1976.0,1,5,панель,43.4,28.4,5.8,4400000
3,Автозаводский,2024.0,19,25,блок+утеплитель,76.5,34.92,16.3,12900000
4,Нижегородский,1999.0,3,6,кирпич,134.0,79.0,17.0,42900000
2,Автозаводский,1986.0,8,9,кирпич,45.0,27.2,7.0,6000000
3,Канавинский,1962.0,1,3,кирпич,40.0,27.0,5.0,3800000
0,Автозаводский,1972.0,5,5,кирпич,23.0,16.7,1.0,2700000
3,Московский,1974.0,3,5,кирпич,50.7,35.4,6.0,5980000
3,Нижегородский,2003.0,7,10,кирпич,79.0,41.0,11.0,11750000
1,Автозаводский,2020.0,8,10,панель,43.4,13.2,18.2,6500000
