livrooms_count,district,year,level,house_levels,const_tech,area,liv_area,kitchen_area,price
2,Нижегородский,2018.0,5,10,монолитный железобетон,56.9,28.3,11.1,12340000
4,Нижегородский,2023.0,9,25,блок+утеплитель,154.0,58.58,40.0,46500000
1,Нижегородский,1964.0,4,5,кирпич,34.5,18.0,6.0,6140000
1,Канавинский,,9,10,кирпич,40.4,15.8,10.0,5820000
2,Советский,1961.0,4,5,кирпич,42.1,28.7,5.3,5400000
2,Автозаводский,2024.0,18,18,кирпич,42.0,22.4,8.2,7458864
2,Автозаводский,1974.0,1,5,панель,42.0,25.2,5.7,4490000
2,Канавинский,2014.0,2,17,блок+утеплитель,67.8,32.8,12.2,13100000
3,Московский,1966.0,6,6,кирпич,54.1,39.3,5.1,4399999
7,Нижегородский,,15,17,блок+утеплитель,177.5,154.6,13.5,25500000
3,Сормовский,1971.0,4,5,панель,62.5,46.5,5.9,5900000
2,Московский,,4,5,панель,39.2,23.0,5.9,4700000
2,Ленинский,2019.0,6,18,блок+утеплитель,53.0,29.1,9.2,10600000
3,Автозаводский,1980.0,1,9,панель,59.3,39.3,7.0,6399000
3,Сормовский,1974.0,4,9,панель,55.8,40.1,7.1,6150000
1,Канавинский,2015.0,12,12,кирпич,39.0,18.5,10.7,7650000
2,Московский,1967.0,2,2,дерево,35.7,21.9,6.0,2250000
2,Автозаводский,1965.0,4,5,кирпич,43.8,29.0,5.6,6100000
2,Ленинский,1974.0,1,5,панель,41.4,25.9,6.0,5150000
2,Автозаводский,1978.0,8,9,панель,45.0,27.5,8.0,7300000
3,Московский,2000.0,2,10,панель,67.8,50.0,9.6,8730000
1,Нижегородский,1987.0,4,9,панель,34.0,18.0,9.0,5850000
3,Канавинский,1971.0,3,9,панель,61.0,44.0,7.5,6900000
3,Советский,1967.0,2,6,кирпич,52.0,35.0,6.0,7300000
2,Сормовский,1958.0,1,2,шлакоблок,40.1,29.3,5.0,3300000
3,Нижегородский,1986.0,3,9,панель,65.0,40.0,9.5,8200000
2,Советский,2024.0,10,15,блок+утеплитель,55.5,29.3,7.3,13590000
2,Автозаводский,1965.0,1,5,панель,42.9,29.0,5.8,4275000
2,Советский,2023.0,5,16,блок+утеплитель,52.0,25.0,17.5,9900000
3,Канавинский,2025.0,6,10,панель,75.0,44.66,10.7,7565025
2,Автозаводский,1976.0,7,9,кирпич,45.2,27.5,6.1,5300000
2,Приокский,1977.0,4,9,панель,44.0,27.0,7.0,5250000
3,Советский,1958.0,2,2,дерево,61.8,45.0,6.8,6600000
1,Автозаводский,2012.0,3,10,панель,31.8,16.0,8.2,4570000
2,Автозаводский,1946.0,5,5,кирпич,51.4,28.5,6.5,6499000
3,Московский,1959.0,2,5,кирпич,54.0,38.0,5.6,6200000
4,Ленинский,1972.0,3,5,кирпич,62.4,45.0,6.1,7000000
2,Приокский,1964.0,2,5,кирпич,40.2,28.9,4.0,5600000
2,Нижегородский,1972.0,4,9,панель,43.4,27.3,7.0,8300000
2,Московский,,1,2,кирпич,50.0,33.0,6.0,5300000
2,Автозаводский,1937.0,4,6,кирпич,53.6,31.8,7.5,7950000
3,Сормовский,1998.0,6,10,кирпич,63.6,37.2,10.4,7650000
2,Нижегородский,1878.0,2,3,кирпич,58.0,28.0,11.0,10500000
2,Нижегородский,1967.0,2,9,кирпич,45.0,26.0,8.5,9000000
2,Советский,2022.0,8,17,блок+утеплитель,69.3,29.6,24.8,12700000
2,Сормовский,1950.0,1,2,дерево,44.2,24.0,7.0,3470000
1,Советский,2022.0,16,17,блок+утеплитель,36.7,14.0,10.2,7500000
2,Канавинский,1985.0,8,9,кирпич,46.5,27.7,8.0,5500000
1,Приокский,2014.0,8,17,блок+утеплитель,41.5,19.5,9.6,7250000
2,Приокский,2024.0,13,16,кирпич,59.3,28.6,10.9,9250000
2,Автозаводский,1958.0,2,2,шлакоблок,37.9,28.2,4.6,4100000
2,Нижегородский,2003.0,6,10,кирпич,57.4,31.8,10.0,11290000
3,Советский,1980.0,5,9,кирпич,67.8,43.6,8.7,11900000
2,Канавинский,2008.0,3,10,кирпич,62.0,33.0,27.3,8700000
2,Автозаводский,1975.0,4,9,панель,39.0,22.6,5.9,5200000
3,Нижегородский,2008.0,8,9,кирпич,117.3,64.5,20.4,28000000
1,Автозаводский,1957.0,1,2,шлакоблок,25.8,17.0,5.0,2900000
1,Приокский,2012.0,5,10,блок+утеплитель,33.3,16.0,6.1,5400000
2,Сормовский,2023.0,1,10,панель,55.7,30.0,8.5,7700000
2,Приокский,1979.0,8,9,панель,38.0,21.8,5.8,5990000
3,Советский,2008.0,4,18,блок+утеплитель,87.2,36.9,30.0,17500000
2,Автозаводский,1961.0,5,5,панель,46.1,32.9,5.5,4500000
1,Ленинский,1969.0,1,5,кирпич,45.6,31.9,6.0,5240000
1,Советский,2023.0,6,10,блок+утеплитель,32.6,8.0,15.0,6500000
2,Приокский,1969.0,5,5,кирпич,47.3,29.9,6.0,5990000
2,Московский,1988.0,2,9,панель,49.4,28.2,7.4,7150000
2,Ленинский,1964.0,2,5,кирпич,44.5,28.2,6.0,5500000
2,Автозаводский,1946.0,2,5,кирпич,50.8,28.8,6.5,7499000
3,Нижегородский,1999.0,8,10,панель,62.2,37.5,8.0,8150000
2,Автозаводский,1952.0,2,5,кирпич,55.7,32.5,7.6,8500000
1,Приокский,1974.0,9,9,кирпич,20.7,11.2,4.9,3500000
1,Сормовский,2007.0,10,10,кирпич,37.4,18.2,10.8,6150000
1,Нижегородский,2003.0,9,10,кирпич,44.8,17.6,13.9,8000000
1,Автозаводский,1967.0,4,5,панель,33.0,19.0,5.6,4300000
2,Сормовский,1964.0,3,5,панель,41.9,27.0,5.3,5690000
2,Нижегородский,2002.0,2,10,панель,58.0,30.7,8.5,8200000
2,Сормовский,1974.0,8,9,кирпич,45.2,28.2,6.3,4940000
0,Советский,2020.0,2,10,блок+утеплитель,28.0,17.0,1.0,6000000
4,Советский,1973.0,3,5,панель,60.0,41.8,5.6,7500000
1,Автозаводский,1969.0,3,5,панель,32.7,19.0,5.5,4200000
1,Советский,2024.0,15,25,блок+утеплитель,34.2,14.9,11.1,6850000
1,Приокский,1958.0,2,2,кирпич,29.5,20.1,4.8,3800000
2,Приокский,1976.0,10,12,кирпич,49.2,31.4,7.6,7500000
3,Канавинский,2005.0,3,10,блок+утеплитель,87.1,47.7,14.4,10000000
2,Канавинский,2019.0,16,19,кирпич,50.0,25.0,13.7,9800000
1,Московский,1970.0,2,5,кирпич,26.4,14.5,7.0,3850000
2,Сормовский,1967.0,1,5,панель,42.3,27.8,5.4,3950000
2,Нижегородский,2023.0,15,17,кирпич,64.2,25.5,16.5,10800000
3,Сормовский,1971.0,5,5,панель,61.8,46.2,6.0,6000000
1,Советский,1997.0,4,10,кирпич,52.1,25.9,11.3,14400000
3,Приокский,1990.0,14,16,панель,87.1,47.6,10.9,12700000
1,Канавинский,2005.0,6,10,блок+утеплитель,37.0,15.0,8.5,4700000
2,Нижегородский,2013.0,1,10,кирпич,62.0,29.0,20.0,12500000
0,Советский,1970.0,1,5,кирпич,15.0,9.0,1.0,2699999
4,Нижегородский,2007.0,7,10,кирпич,118.7,70.8,21.2,37999000
2,Автозаводский,1953.0,2,4,кирпич,58.4,31.4,7.5,7399999
3,Московский,1958.0,5,5,кирпич,77.0,47.9,8.2,8500000
2,Канавинский,1970.0,2,12,кирпич,43.0,30.0,8.2,6200000
3,Ленинский,1994.0,3,6,кирпич,64.0,39.0,8.4,8800000
2,Автозаводский,2014.0,2,16,кирпич,66.4,37.15,13.3,9500000
1,Сормовский,2017.0,10,10,панель,30.6,15.8,8.2,6200000
2,Московский,2016.0,9,10,панель,60.3,32.0,13.7,9300000
1,Нижегородский,2022.0,19,25,блок+утеплитель,38.0,18.0,11.0,10950000
1,Ленинский,2018.0,10,23,блок+утеплитель,36.3,15.9,7.8,8150000
3,Сормовский,2008.0,1,10,кирпич,88.2,52.9,12.8,8500000
3,Нижегородский,2021.0,7,12,панель,60.0,35.0,15.0,17500000
3,Сормовский,1988.0,2,9,панель,59.7,39.6,9.5,7449000
1,Сормовский,1966.0,4,5,панель,32.5,19.5,5.6,3700000
3,Советский,1991.0,10,10,кирпич,63.4,38.6,8.2,10800000
2,Нижегородский,,6,10,монолитный железобетон,61.0,33.8,10.8,10700000
1,Автозаводский,1959.0,5,5,кирпич,30.7,17.1,5.6,3750000
2,Приокский,1975.0,4,12,кирпич,50.2,30.0,7.8,8000000
1,Ленинский,2021.0,3,17,блок+утеплитель,40.4,14.0,16.6,7999999
2,Советский,2024.0,8,25,блок+утеплитель,61.3,30.0,20.8,10500000
2,Советский,2023.0,18,19,панель,51.0,23.41,15.61,13500000
2,Московский,1957.0,5,5,кирпич,57.0,34.2,8.1,4800000
2,Московский,1988.0,8,9,кирпич,40.5,23.3,8.7,6249000
2,Приокский,2014.0,2,5,блок+утеплитель,56.6,29.0,11.0,11600000
2,Автозаводский,1961.0,2,3,шлакоблок,39.0,27.4,5.0,3700000
2,Советский,2013.0,5,16,блок+утеплитель,64.6,36.8,13.7,19600000
1,Автозаводский,1985.0,9,9,панель,35.0,16.9,8.0,4599990
1,Канавинский,1991.0,11,12,панель,38.1,16.7,11.3,7300000
2,Канавинский,1984.0,1,9,панель,47.4,28.7,7.3,7380000
1,Нижегородский,2004.0,10,10,кирпич,41.8,17.1,10.6,9750000
2,Московский,1968.0,5,6,кирпич,47.8,29.8,6.0,4390000
1,Ленинский,1991.0,1,10,панель,35.2,17.3,8.4,5000000
1,Сормовский,2005.0,1,10,панель,43.7,18.1,8.9,5000000
3,Автозаводский,2012.0,7,10,панель,80.0,45.2,13.6,11600000
2,Советский,1978.0,9,9,кирпич,46.0,29.1,6.0,10000000
2,Автозаводский,1976.0,5,9,панель,41.1,25.7,6.0,5000000
2,Советский,1958.0,2,2,кирпич,37.2,26.9,5.0,4900000
2,Нижегородский,2006.0,2,10,кирпич,70.0,32.6,11.0,12500000
1,Московский,1984.0,6,9,кирпич,36.5,18.5,8.0,5600000
3,Московский,2019.0,4,10,панель,82.7,50.4,13.18,14750000
3,Автозаводский,1970.0,1,9,панель,53.0,36.8,7.2,6150000
3,Канавинский,2013.0,8,10,кирпич,60.0,37.7,8.0,5999000
1,Канавинский,2002.0,2,10,кирпич,32.0,17.0,7.0,7000000
3,Московский,1950.0,1,3,шлакоблок,78.7,53.0,9.0,8990000
2,Нижегородский,2023.0,3,17,блок+утеплитель,62.9,30.9,11.5,15200000
2,Советский,1959.0,1,3,кирпич,37.0,12.0,18.4,4750000
5,Московский,1982.0,2,9,панель,108.9,69.6,9.0,10250000
2,Сормовский,1959.0,1,2,шлакоблок,40.6,29.8,5.9,2750000
3,Сормовский,1979.0,2,9,панель,59.9,42.6,7.0,6250000
3,Канавинский,1993.0,2,9,кирпич,71.2,42.8,7.5,9300000
1,Приокский,2025.0,8,19,монолитный железобетон,42.9,25.9,13.0,8350000
3,Сормовский,1975.0,1,9,панель,58.0,40.2,7.0,6500000
2,Советский,1966.0,1,5,панель,43.0,29.0,6.0,4900000
2,Московский,1985.0,5,9,панель,45.0,28.0,7.0,8100000
3,Московский,1932.0,2,3,кирпич,71.8,56.1,9.2,5700000
2,Сормовский,1958.0,2,2,кирпич,38.5,28.5,4.2,4800000
2,Сормовский,2001.0,3,12,кирпич,53.7,19.0,23.5,8500000
3,Советский,2000.0,10,10,панель,63.0,9.0,39.0,7800000
3,Советский,2023.0,4,10,блок+утеплитель,70.0,44.7,12.7,12250000
2,Советский,1961.0,4,4,кирпич,42.9,30.8,6.2,5700000
3,Канавинский,1977.0,4,5,кирпич,58.1,40.8,6.0,5500000
2,Канавинский,2023.0,7,9,панель,58.02,33.0,9.22,5850000
2,Канавинский,2023.0,3,9,панель,70.17,32.0,14.0,7000000
3,Ленинский,1957.0,1,5,кирпич,77.4,48.8,7.8,8100000
2,Канавинский,2023.0,7,9,панель,56.06,29.0,11.0,5790000
2,Канавинский,2023.0,7,9,панель,70.14,36.0,14.0,6990000
1,Канавинский,2005.0,9,10,кирпич,39.1,15.7,10.1,7200000
0,Московский,1976.0,4,9,кирпич,17.0,11.0,1.0,2650000
1,Ленинский,1984.0,1,1,кирпич,38.4,18.6,9.3,3400000
2,Приокский,1963.0,1,5,кирпич,43.1,29.0,6.0,6200000
2,Нижегородский,2024.0,4,20,кирпич,66.6,32.0,16.7,16899999
1,Приокский,2025.0,15,18,панель,42.9,25.9,5.0,7999992
1,Нижегородский,2022.0,1,9,блок+утеплитель,37.6,11.6,19.0,6950000
1,Канавинский,2025.0,19,22,блок+утеплитель,20.9,11.2,4.8,4799999
1,Ленинский,1971.0,4,5,кирпич,13.0,7.0,3.0,2350000
2,Новинский,2023.0,7,8,блок+утеплитель,42.5,28.9,7.5,5900000
1,Автозаводский,2012.0,2,3,блок+утеплитель,33.8,20.0,9.0,4400000
2,Московский,2019.0,7,12,кирпич,62.4,26.9,24.6,9500000
2,Приокский,2013.0,10,17,блок+утеплитель,58.6,29.0,13.5,9850000
3,Нижегородский,2015.0,11,17,блок+утеплитель,125.0,59.5,49.0,26800000
2,Нижегородский,2021.0,9,9,блок+утеплитель,70.0,31.83,18.84,24100000
2,Советский,2023.0,10,17,монолитный железобетон,64.5,36.8,12.6,10500000
1,Ленинский,1963.0,3,4,кирпич,32.3,19.4,6.0,5690000
3,Сормовский,1979.0,4,9,панель,74.7,42.0,9.3,7300000
1,Автозаводский,1983.0,1,9,кирпич,29.8,17.7,4.9,3300000
2,Автозаводский,1968.0,3,5,кирпич,45.92,31.25,6.1,4650000
4,Канавинский,1994.0,4,10,кирпич,73.5,51.1,7.8,14000000
4,Нижегородский,2021.0,19,21,кирпич,206.4,102.8,17.8,59856000
3,Нижегородский,2021.0,18,21,кирпич,112.4,66.7,12.9,25901681
3,Нижегородский,2021.0,16,21,кирпич,115.5,66.7,12.9,25988540
1,Нижегородский,2021.0,16,21,кирпич,46.1,18.4,15.0,12528643
1,Нижегородский,2021.0,12,21,кирпич,60.85,18.8,13.8,13388582
1,Нижегородский,2021.0,17,21,кирпич,46.2,16.7,9.7,12706525
1,Нижегородский,2021.0,12,21,кирпич,49.0,18.4,10.1,10781274
3,Нижегородский,2021.0,16,21,кирпич,95.5,47.2,15.0,21488360
1,Нижегородский,2021.0,13,21,кирпич,55.1,18.8,13.8,12268897
2,Нижегородский,2021.0,12,21,кирпич,73.3,26.8,17.5,17740726
4,Нижегородский,2021.0,20,21,кирпич,133.3,70.3,17.2,38686059
2,Нижегородский,,4,4,монолитный железобетон,102.4,67.8,13.4,26000000
4,Нижегородский,2021.0,18,21,кирпич,119.2,66.5,13.4,27468686
1,Сормовский,1991.0,5,9,панель,35.7,16.8,8.6,4190000
4,Нижегородский,2021.0,21,21,кирпич,219.3,78.5,18.0,65790000
4,Нижегородский,2021.0,19,21,кирпич,163.2,76.4,17.4,47328000
3,Нижегородский,2021.0,5,21,кирпич,99.7,50.1,13.0,19674798
3,Нижегородский,2021.0,5,21,кирпич,99.7,50.1,13.0,19674798
4,Нижегородский,2021.0,18,21,кирпич,119.2,66.5,13.4,27468686
4,Нижегородский,2021.0,19,21,кирпич,163.2,76.4,17.4,47328000
4,Нижегородский,2021.0,21,21,кирпич,219.3,78.5,18.0,65790000
4,Нижегородский,2021.0,20,21,кирпич,133.3,70.3,17.2,38686000
3,Нижегородский,2021.0,16,21,кирпич,95.5,47.2,15.0,21488359
1,Нижегородский,2021.0,17,21,кирпич,46.2,16.7,9.7,12706525
2,Нижегородский,2021.0,12,21,кирпич,73.3,26.8,17.5,17740726
1,Нижегородский,2021.0,12,21,кирпич,60.85,18.8,13.8,13388582
1,Нижегородский,2021.0,13,21,кирпич,55.1,18.8,13.8,12268897
1,Нижегородский,2021.0,12,21,кирпич,49.0,18.4,10.1,10781274
2,Приокский,2010.0,1,17,блок+утеплитель,61.0,32.0,9.0,8699000
3,Сормовский,1971.0,4,9,кирпич,57.0,41.1,9.5,7900000
2,Ленинский,2011.0,8,10,блок+утеплитель,43.4,26.0,6.9,9200000
3,Нижегородский,2015.0,14,17,блок+утеплитель,109.0,47.5,31.5,23800000
2,Нижегородский,2015.0,17,17,блок+утеплитель,92.1,40.5,14.2,15500000
2,Советский,1961.0,4,4,кирпич,44.0,26.0,6.0,5900000
1,Новинский,2015.0,1,3,блок+утеплитель,31.2,14.0,8.3,4000000
3,Советский,2023.0,19,19,панель,158.0,32.0,45.0,29800000
1,Канавинский,2016.0,8,19,панель,37.9,17.1,9.0,5490000
0,Канавинский,1957.0,1,3,кирпич,19.0,12.0,1.0,2099999
2,Канавинский,1990.0,9,10,панель,54.2,29.7,8.9,8850000
4,Нижегородский,2010.0,6,11,кирпич,121.1,84.4,14.0,12400000
