livrooms_count,district,year,level,house_levels,const_tech,area,liv_area,kitchen_area,price,log_price
1,Канавинский,2026.0,21,24,блок+утеплитель,37.2,11.6,13.7,11290000,16.239427936125846
2,Канавинский,2026.0,6,24,блок+утеплитель,68.3,29.2,17.7,17090000,16.654004055091775
2,Канавинский,2026.0,2,24,блок+утеплитель,60.9,32.3,13.5,14490000,16.488969314296867
1,Канавинский,2026.0,8,24,блок+утеплитель,38.8,14.3,12.6,10390000,16.156354363075412
1,Канавинский,2026.0,21,24,блок+утеплитель,38.1,10.6,14.9,11090000,16.22155435932655
2,Канавинский,2026.0,15,24,блок+утеплитель,74.9,34.5,20.2,17290000,16.665638857659474
1,Канавинский,2026.0,12,24,блок+утеплитель,36.1,13.5,11.2,9690000,16.08660498386695
3,Канавинский,2026.0,3,24,блок+утеплитель,95.4,52.2,20.7,21590000,16.887740802490992
0,Канавинский,2026.0,12,24,блок+утеплитель,19.6,9.1,0.0,7990000,15.893701317742458
2,Канавинский,2026.0,12,24,блок+утеплитель,65.6,26.8,15.2,15390000,16.549228505815062
2,Канавинский,2026.0,10,24,блок+утеплитель,65.6,26.8,15.2,14790000,16.50946183468698
1,Канавинский,2026.0,12,24,блок+утеплитель,36.1,13.5,11.2,9690000,16.08660498386695
1,Канавинский,2026.0,15,24,блок+утеплитель,36.1,13.5,11.2,9990000,16.117095150624735
2,Канавинский,2026.0,12,24,блок+утеплитель,65.6,26.8,15.2,15390000,16.549228505815062
1,Канавинский,2026.0,15,24,блок+утеплитель,37.2,11.6,13.7,10690000,16.18481928300123
2,Канавинский,2026.0,2,24,блок+утеплитель,71.5,34.1,18.4,16290000,16.60606198057823
2,Канавинский,2026.0,2,24,блок+утеплитель,60.9,32.3,13.5,14490000,16.488969314296867
2,Канавинский,2026.0,15,24,блок+утеплитель,61.8,26.8,14.6,15890000,16.5812005385129
2,Канавинский,2026.0,11,24,блок+утеплитель,74.9,34.5,20.2,16890000,16.642232288783983
1,Канавинский,2026.0,12,24,блок+утеплитель,37.8,15.4,10.8,9790000,16.096872014506694
1,Канавинский,2026.0,15,24,блок+утеплитель,44.5,11.1,16.0,11290000,16.239427936125846
2,Канавинский,2026.0,8,24,блок+утеплитель,61.8,26.8,14.6,14390000,16.482044078863552
2,Канавинский,2026.0,13,24,блок+утеплитель,71.4,33.4,19.1,17990000,16.705326605926714
1,Канавинский,2026.0,20,24,блок+утеплитель,38.1,10.6,14.9,10990000,16.212496326379803
1,Канавинский,2026.0,8,24,блок+утеплитель,36.8,10.5,12.8,9790000,16.096872014506694
3,Канавинский,2026.0,7,24,блок+утеплитель,91.5,45.4,19.6,21990000,16.906098362530944
1,Канавинский,2026.0,22,24,блок+утеплитель,38.1,10.6,14.9,11190000,16.23053108028811
1,Канавинский,2026.0,2,24,блок+утеплитель,47.6,17.3,20.8,10490000,16.16593298037248
2,Канавинский,2026.0,3,24,блок+утеплитель,66.3,30.1,15.2,14590000,16.49584692049897
0,Канавинский,2026.0,23,24,блок+утеплитель,41.4,13.0,16.0,10990000,16.212496326379803
1,Канавинский,2026.0,10,24,блок+утеплитель,37.2,11.6,13.7,10190000,16.136917405198908
2,Канавинский,2026.0,6,24,блок+утеплитель,65.6,26.8,15.2,14490000,16.488969314296867
1,Канавинский,2026.0,8,24,блок+утеплитель,37.0,13.8,11.3,9890000,16.107034703598895
1,Канавинский,2026.0,17,24,блок+утеплитель,37.2,11.6,13.7,10990000,16.212496326379803
1,Канавинский,2026.0,11,24,блок+утеплитель,36.0,11.8,11.7,9090000,16.02268546615366
2,Канавинский,2026.0,3,24,блок+утеплитель,59.9,32.3,13.5,14590000,16.49584692049897
1,Канавинский,2026.0,5,24,блок+утеплитель,47.0,15.5,16.9,10490000,16.16593298037248
1,Канавинский,2026.0,14,24,блок+утеплитель,46.1,17.3,17.4,10990000,16.212496326379803
1,Канавинский,2026.0,10,24,блок+утеплитель,39.8,10.5,12.8,9990000,16.117095150624735
1,Канавинский,2026.0,15,24,блок+утеплитель,46.1,17.3,17.4,11190000,16.23053108028811
1,Канавинский,2026.0,16,24,блок+утеплитель,36.0,11.8,11.7,9590000,16.07623144685962
0,Канавинский,2026.0,10,24,блок+утеплитель,19.6,9.1,0.0,7790000,15.868351417846931
1,Канавинский,2026.0,10,24,блок+утеплитель,39.8,10.5,12.8,9990000,16.117095150624735
2,Канавинский,2026.0,11,24,блок+утеплитель,61.8,26.8,14.6,15390000,16.549228505815062
1,Канавинский,2026.0,4,24,блок+утеплитель,46.7,17.3,20.8,10290000,16.146683107810233
2,Канавинский,2026.0,17,24,блок+утеплитель,74.9,34.5,20.2,17490000,16.677139846994784
2,Канавинский,2026.0,6,24,блок+утеплитель,61.8,26.8,14.6,13890000,16.446679714730525
1,Канавинский,2026.0,16,24,блок+утеплитель,46.1,17.3,17.4,11190000,16.23053108028811
2,Канавинский,2026.0,15,24,блок+утеплитель,61.8,26.8,14.6,15890000,16.5812005385129
1,Канавинский,2026.0,12,24,блок+утеплитель,37.2,11.6,13.7,10390000,16.156354363075412
2,Канавинский,2026.0,16,24,блок+утеплитель,71.4,33.4,19.1,18590000,16.738134359697625
0,Канавинский,2026.0,13,24,блок+утеплитель,19.6,9.1,0.0,8090000,15.906139289034675
1,Канавинский,2026.0,4,24,блок+утеплитель,43.3,16.3,18.4,10090000,16.12705539232979
0,Канавинский,2026.0,20,24,блок+утеплитель,41.4,13.0,16.0,11190000,16.23053108028811
1,Канавинский,2026.0,6,24,блок+утеплитель,37.0,13.8,11.3,9790000,16.096872014506694
1,Канавинский,2026.0,2,24,блок+утеплитель,44.0,15.2,16.6,9890000,16.107034703598895
1,Канавинский,2026.0,16,24,блок+утеплитель,37.0,13.8,11.3,10990000,16.212496326379803
1,Канавинский,2026.0,15,24,блок+утеплитель,39.8,10.5,12.8,11290000,16.239427936125846
1,Канавинский,2026.0,12,24,блок+утеплитель,36.0,11.8,11.7,9190000,16.03362649433187
0,Канавинский,2026.0,11,24,блок+утеплитель,19.6,9.1,0.0,7890000,15.881106692822057
0,Канавинский,2026.0,14,24,блок+утеплитель,19.6,9.1,0.0,8190000,15.918424455829252
1,Канавинский,2026.0,4,24,блок+утеплитель,47.0,15.5,16.9,10390000,16.156354363075412
1,Канавинский,2026.0,8,24,блок+утеплитель,44.5,11.1,16.0,10590000,16.175420717577587
1,Канавинский,2026.0,14,24,блок+утеплитель,39.8,10.5,12.8,10990000,16.212496326379803
1,Канавинский,2026.0,22,24,блок+утеплитель,38.1,10.6,14.9,11190000,16.23053108028811
0,Канавинский,2026.0,12,24,блок+утеплитель,19.6,9.1,0.0,7990000,15.893701317742458
1,Канавинский,2026.0,3,24,блок+утеплитель,46.7,17.3,20.8,10290000,16.146683107810233
3,Канавинский,2026.0,7,24,блок+утеплитель,91.5,45.4,19.6,21990000,16.906098362530944
1,Канавинский,2026.0,14,24,блок+утеплитель,44.5,11.1,16.0,11190000,16.23053108028811
1,Канавинский,2026.0,16,24,блок+утеплитель,36.0,11.8,11.7,9590000,16.07623144685962
2,Автозаводский,2027.0,3,4,кирпич,63.7,27.7,14.2,9370000,16.053023654214606
2,Автозаводский,2027.0,1,4,кирпич,56.0,29.5,11.0,8590000,15.966109293960438
1,Автозаводский,2027.0,2,4,кирпич,41.8,13.5,14.5,6990000,15.759991114209994
2,Автозаводский,2027.0,4,4,кирпич,54.7,23.4,15.4,8290000,15.930560527111478
2,Автозаводский,2027.0,2,4,кирпич,54.7,25.4,15.3,8390000,15.942551078443389
1,Автозаводский,2027.0,3,4,кирпич,36.7,12.3,13.6,5690000,15.554220806102514
2,Автозаводский,2027.0,4,4,кирпич,53.1,21.5,14.3,8160000,15.91475472694029
1,Автозаводский,2027.0,4,4,кирпич,37.4,14.2,12.2,6090000,15.622158639686079
2,Автозаводский,2027.0,1,4,кирпич,53.4,20.4,15.6,7800000,15.86963429165982
2,Автозаводский,2027.0,2,4,кирпич,53.1,23.8,13.7,7790000,15.868351417846931
1,Автозаводский,2027.0,2,4,кирпич,35.9,16.0,11.7,5490000,15.518438813485714
1,Автозаводский,2027.0,3,4,кирпич,36.1,11.2,13.6,5890000,15.58876655562777
1,Автозаводский,2027.0,1,4,кирпич,36.0,16.0,11.8,5410000,15.503759650822664
2,Автозаводский,2027.0,1,4,кирпич,54.7,23.4,15.5,8020000,15.897448979842697
2,Автозаводский,2027.0,4,4,кирпич,63.6,31.0,16.2,8413000,15.945288686532951
2,Автозаводский,2027.0,4,4,кирпич,53.3,20.3,15.6,7790000,15.868351417846931
1,Автозаводский,2027.0,2,4,кирпич,35.9,16.0,11.7,5490000,15.518438813485714
2,Автозаводский,2027.0,2,4,кирпич,63.6,31.0,16.2,9330000,16.048745572823528
2,Автозаводский,2027.0,3,4,кирпич,53.3,23.8,14.0,7840000,15.87474939232659
1,Автозаводский,2027.0,4,4,кирпич,36.8,11.2,13.0,5890000,15.58876655562777
2,Автозаводский,2027.0,3,4,кирпич,53.3,20.4,15.6,7790000,15.868351417846931
2,Автозаводский,2027.0,1,4,кирпич,51.6,21.9,15.3,7790000,15.868351417846931
2,Автозаводский,2027.0,3,4,кирпич,63.5,31.0,16.2,9390000,16.055155851184445
2,Автозаводский,2027.0,3,4,кирпич,54.7,23.4,15.4,8190000,15.918424455829252
2,Автозаводский,2027.0,4,4,кирпич,63.7,27.7,14.2,9350000,16.05088690126487
2,Автозаводский,2027.0,1,4,кирпич,51.6,21.9,15.3,7890000,15.881106692822057
2,Автозаводский,2027.0,1,4,кирпич,52.8,23.8,13.7,7740000,15.86191224556591
1,Автозаводский,2027.0,4,4,кирпич,36.4,11.3,14.5,5466500,15.514149115856677
2,Автозаводский,2027.0,3,4,кирпич,54.6,23.4,15.4,8290000,15.930560527111478
1,Автозаводский,2027.0,1,4,кирпич,36.0,16.0,11.8,5410000,15.503759650822664
2,Автозаводский,2027.0,1,4,кирпич,54.9,23.4,15.5,8190000,15.918424455829252
1,Автозаводский,2027.0,3,4,кирпич,35.7,16.0,11.6,5690000,15.554220806102514
2,Автозаводский,2027.0,4,4,кирпич,63.6,31.0,16.2,8413000,15.945288686532951
1,Автозаводский,2027.0,3,4,кирпич,36.4,11.3,14.5,5990000,15.605601970091632
2,Автозаводский,2027.0,2,4,кирпич,53.4,23.8,14.0,7800000,15.86963429165982
1,Автозаводский,2027.0,4,4,кирпич,35.6,16.0,11.6,5890000,15.58876655562777
2,Автозаводский,2027.0,1,4,кирпич,63.7,31.0,16.3,9320000,16.047673186661775
2,Автозаводский,2027.0,2,4,кирпич,54.8,23.4,15.5,8390000,15.942551078443389
2,Автозаводский,2027.0,1,4,кирпич,54.7,23.4,15.5,8020000,15.897448979842697
2,Автозаводский,2027.0,1,4,кирпич,63.7,31.0,16.3,9330000,16.048745572823528
1,Автозаводский,2027.0,1,4,кирпич,36.0,16.0,11.8,4900000,15.404745763080856
3,Автозаводский,2027.0,4,4,кирпич,80.2,38.8,14.7,11490000,16.25698764982494
3,Автозаводский,2027.0,3,4,кирпич,80.2,38.8,14.7,11290000,16.239427936125846
1,Автозаводский,2027.0,2,4,кирпич,43.6,15.2,14.6,6320000,15.65922976612304
2,Автозаводский,2027.0,1,4,кирпич,53.4,20.3,15.6,7800000,15.86963429165982
1,Автозаводский,2027.0,1,4,кирпич,41.9,13.5,17.7,6590000,15.70106390647869
3,Автозаводский,2027.0,2,4,кирпич,80.5,38.8,14.7,11190000,16.23053108028811
2,Автозаводский,2027.0,2,4,кирпич,53.1,23.8,13.7,7790000,15.868351417846931
2,Автозаводский,2027.0,3,4,кирпич,58.6,29.5,11.3,8990000,16.011623406447804
1,Автозаводский,2027.0,3,4,кирпич,36.8,11.2,13.0,5990000,15.605601970091632
2,Автозаводский,2027.0,1,4,кирпич,54.7,25.4,15.3,8090000,15.906139289034675
1,Автозаводский,2027.0,1,4,кирпич,36.6,11.3,14.6,5390000,15.50005594288518
1,Автозаводский,2027.0,4,4,кирпич,41.8,13.5,14.5,6490000,15.685773088680273
1,Автозаводский,2027.0,3,4,кирпич,33.2,9.3,12.1,5590000,15.536489845131282
1,Автозаводский,2027.0,2,4,кирпич,36.5,11.3,14.6,5890000,15.58876655562777
1,Автозаводский,2027.0,2,4,кирпич,41.8,13.5,14.5,6990000,15.759991114209994
1,Автозаводский,2027.0,3,4,кирпич,36.4,11.3,14.5,5690000,15.554220806102514
1,Автозаводский,2027.0,4,4,кирпич,31.5,10.4,8.6,5290000,15.481328803834483
1,Автозаводский,2027.0,2,4,кирпич,36.5,11.3,14.6,5490000,15.518438813485714
1,Автозаводский,2027.0,4,4,кирпич,31.5,10.4,8.6,5290000,15.481328803834483
2,Автозаводский,2027.0,2,4,кирпич,54.7,25.4,15.3,8290000,15.930560527111478
1,Автозаводский,2027.0,2,4,кирпич,36.5,11.3,14.6,5490000,15.518438813485714
1,Автозаводский,2027.0,4,4,кирпич,31.6,10.5,8.6,5290000,15.481328803834483
1,Автозаводский,2027.0,4,4,кирпич,35.7,11.2,13.6,5890000,15.58876655562777
1,Автозаводский,2027.0,1,4,кирпич,43.6,15.2,14.6,6320000,15.65922976612304
1,Автозаводский,2027.0,2,4,кирпич,31.7,10.5,8.6,5390000,15.50005594288518
1,Автозаводский,2027.0,4,4,кирпич,36.7,12.3,13.6,5362000,15.494847597778042
1,Автозаводский,2027.0,2,4,кирпич,41.8,13.5,14.5,6990000,15.759991114209994
3,Автозаводский,2027.0,1,4,кирпич,80.7,42.4,13.8,10490000,16.16593298037248
2,Автозаводский,2027.0,2,4,кирпич,63.6,31.0,16.2,9310000,16.04659964925325
1,Автозаводский,2027.0,2,4,кирпич,37.7,12.4,12.6,5590000,15.536489845131282
1,Автозаводский,2027.0,1,4,кирпич,34.1,12.4,12.1,5390000,15.50005594288518
1,Автозаводский,2027.0,1,4,кирпич,43.7,15.2,14.6,6340000,15.66238932641341
2,Автозаводский,2027.0,4,4,кирпич,53.1,21.5,14.3,8160000,15.91475472694029
1,Автозаводский,2027.0,4,4,кирпич,35.6,16.0,11.6,5890000,15.58876655562777
1,Автозаводский,2027.0,1,4,кирпич,37.6,14.2,12.2,5490000,15.518438813485714
2,Автозаводский,2027.0,4,4,кирпич,63.6,31.0,16.2,8413000,15.945288686532951
2,Автозаводский,2027.0,1,4,кирпич,55.1,23.6,13.7,8090000,15.906139289034675
1,Автозаводский,2027.0,4,4,кирпич,33.2,9.3,12.1,5690000,15.554220806102514
2,Автозаводский,2027.0,3,4,кирпич,53.1,21.5,14.3,7960000,15.889939557820565
1,Автозаводский,2027.0,3,4,кирпич,36.1,11.2,13.6,5890000,15.58876655562777
2,Автозаводский,2027.0,3,4,кирпич,51.4,21.9,15.2,8090000,15.906139289034675
2,Автозаводский,2027.0,3,4,кирпич,63.7,27.7,14.2,9370000,16.053023654214606
2,Автозаводский,2027.0,3,4,кирпич,54.6,25.4,15.3,8390000,15.942551078443389
1,Автозаводский,2027.0,3,4,кирпич,37.4,14.2,12.2,5790000,15.571642849549178
1,Автозаводский,2027.0,3,4,кирпич,35.7,16.0,11.6,5690000,15.554220806102514
1,Автозаводский,2027.0,3,4,кирпич,35.7,11.2,13.6,5690000,15.554220806102514
2,Автозаводский,2027.0,4,4,кирпич,63.5,31.0,16.2,9290000,16.044449110790023
2,Автозаводский,2027.0,1,4,кирпич,51.6,21.9,15.3,7890000,15.881106692822057
2,Автозаводский,2027.0,2,4,кирпич,51.5,21.9,15.2,7990000,15.893701317742458
2,Автозаводский,2027.0,4,4,кирпич,63.6,31.0,16.2,8413000,15.945288686532951
3,Автозаводский,2027.0,1,4,кирпич,80.1,38.8,14.7,10890000,16.203355494909143
2,Автозаводский,2027.0,1,4,кирпич,63.7,31.0,16.3,9330000,16.048745572823528
1,Автозаводский,2027.0,3,4,кирпич,43.5,15.2,14.6,6380000,15.668678655320972
1,Автозаводский,2027.0,4,4,кирпич,36.1,11.2,13.6,5478500,15.516341898827585
2,Автозаводский,2027.0,3,4,кирпич,54.6,25.4,15.3,8490000,15.95439955828753
2,Автозаводский,2027.0,3,4,кирпич,52.9,23.8,13.6,7890000,15.881106692822057
3,Автозаводский,2027.0,3,4,кирпич,80.5,42.4,13.7,10810000,16.195982189615393
2,Автозаводский,2027.0,2,4,кирпич,51.6,21.9,15.3,8190000,15.918424455829252
2,Автозаводский,2027.0,4,4,кирпич,54.6,23.4,15.4,8390000,15.942551078443389
2,Автозаводский,2027.0,4,4,кирпич,53.3,20.4,15.6,7790000,15.868351417846931
2,Автозаводский,2027.0,2,4,кирпич,53.3,20.4,15.6,7790000,15.868351417846931
2,Автозаводский,2027.0,2,4,кирпич,54.7,23.4,15.5,8190000,15.918424455829252
2,Автозаводский,2027.0,1,4,кирпич,54.7,25.4,15.3,8060000,15.90242411448281
2,Автозаводский,2027.0,4,4,кирпич,54.6,25.4,15.3,8190000,15.918424455829252
1,Автозаводский,2027.0,2,4,кирпич,36.8,12.3,13.6,5590000,15.536489845131282
2,Автозаводский,2027.0,1,4,кирпич,55.2,23.6,13.7,8090000,15.906139289034675
1,Автозаводский,2027.0,1,4,кирпич,33.4,11.2,13.7,5490000,15.518438813485714
3,Автозаводский,2027.0,2,4,кирпич,80.5,42.4,13.7,10700000,16.185754299432134
2,Автозаводский,2027.0,4,4,кирпич,53.3,23.8,14.0,7163000,15.784439445596588
4,Советский,2026.0,2,9,кирпич,112.4,48.3,32.1,31197622,17.255852431926257
1,Советский,2026.0,2,9,кирпич,52.8,14.9,24.1,15577616,16.561345570010566
3,Советский,2026.0,8,9,кирпич,94.8,40.7,30.7,28229974,17.155894879223226
2,Советский,2026.0,1,9,кирпич,57.4,23.7,23.7,16511686,16.61957893060974
2,Советский,2026.0,1,9,кирпич,66.1,24.3,21.7,18734960,16.74590185516628
2,Советский,2026.0,1,9,кирпич,49.6,27.2,12.7,14401501,16.482842995225134
3,Советский,2026.0,2,9,кирпич,88.6,41.6,27.5,25214173,17.042916815017364
2,Советский,2026.0,1,9,кирпич,70.4,30.3,20.4,19911440,16.80680499888961
2,Советский,2026.0,3,9,кирпич,55.1,24.0,15.0,16328374,16.608414888648003
2,Советский,2026.0,2,9,кирпич,70.1,29.2,18.6,20149016,16.818666011417662
1,Советский,2026.0,1,9,кирпич,39.1,13.0,16.4,11526056,16.260120769547544
4,Советский,2026.0,4,9,кирпич,109.7,53.2,34.1,31064106,17.25156356269789
2,Советский,2026.0,2,9,кирпич,58.4,23.7,23.7,17001066,16.648786605936913
2,Советский,2026.0,2,9,кирпич,55.7,23.7,15.6,16346706,16.609536967120246
4,Советский,2026.0,3,9,кирпич,109.7,53.2,34.1,30763966,17.24185462797059
2,Советский,2026.0,1,9,кирпич,55.1,24.0,15.0,15876114,16.58032627350935
2,Советский,2026.0,3,9,кирпич,66.0,25.4,22.7,19189136,16.769854843520584
2,Советский,2026.0,1,9,кирпич,59.7,26.7,11.5,17147259,16.65734889372995
2,Советский,2026.0,3,9,кирпич,62.0,25.3,22.5,18178640,16.71575783643464
4,Советский,2026.0,3,9,кирпич,112.4,48.3,32.1,31505149,17.26566155075514
2,Советский,2026.0,2,9,кирпич,60.2,24.4,23.1,17505037,16.677999226050474
2,Советский,2026.0,1,9,кирпич,70.4,30.3,20.4,19911440,16.80680499888961
1,Советский,2026.0,1,9,кирпич,51.0,12.3,24.4,14743136,16.506288176506224
2,Советский,2026.0,2,9,кирпич,61.0,25.3,22.5,17729024,16.690713628593855
1,Советский,2026.0,1,9,кирпич,53.7,15.9,14.9,15489243,16.55565634096
2,Советский,2026.0,3,9,кирпич,59.2,25.6,15.9,17387024,16.671234738850607
2,Советский,2026.0,2,9,кирпич,59.2,25.6,15.9,17225053,16.66187545178234
2,Советский,2026.0,2,9,кирпич,55.1,24.0,15.0,16177621,16.599139425409618
4,Советский,2026.0,2,9,кирпич,109.7,53.2,34.1,30463827,17.232050537723072
4,Советский,2026.0,7,9,кирпич,109.7,53.2,34.1,31964523,17.28013718950006
2,Советский,2026.0,1,9,кирпич,62.2,27.6,22.6,17724646,16.69046665839177
3,Советский,2026.0,2,9,кирпич,94.8,40.7,30.7,26673738,17.09919004381737
2,Советский,2026.0,5,9,кирпич,62.0,25.3,22.5,18517904,16.734248605831535
2,Советский,2026.0,3,9,кирпич,55.1,24.0,15.0,16328374,16.608414888648003
2,Советский,2026.0,1,9,кирпич,50.0,25.7,11.5,14466800,16.487366926949914
2,Советский,2026.0,2,9,кирпич,66.0,25.4,22.7,19008560,16.760399961989997
2,Советский,2026.0,1,9,кирпич,54.7,23.7,15.6,15765579,16.573339577213616
2,Сормовский,1980.0,9,9,панель,50.0,28.4,7.3,5500000,15.520258650202699
0,Сормовский,2021.0,5,10,панель,17.4,11.0,1.0,3590000,15.093662760464461
3,Автозаводский,1979.0,1,9,панель,61.8,43.4,6.8,6500000,15.687312734865866
2,Канавинский,1970.0,4,5,кирпич,40.7,26.9,5.8,6300000,15.65606019136176
1,Автозаводский,1973.0,3,5,кирпич,30.7,16.9,6.5,3490000,15.06541229417861
2,Канавинский,2006.0,2,10,блок+утеплитель,61.9,31.6,11.5,8450000,15.949676999333356
2,Сормовский,1968.0,5,5,кирпич,39.3,25.0,6.0,4200000,15.250595083253597
3,Сормовский,2012.0,1,10,кирпич,77.0,47.1,10.0,9700000,16.08763644347361
1,Канавинский,1975.0,9,9,кирпич,29.7,18.0,5.4,3200000,14.978661367769956
1,Автозаводский,2026.0,1,8,блок+утеплитель,29.2,11.1,5.0,4905600,15.405887967659632
2,Канавинский,2024.0,1,9,блок+утеплитель,54.27,29.16,11.02,5969700,15.602207232849867
1,Автозаводский,2026.0,1,8,монолитный железобетон,41.0,14.6,12.8,6478000,15.683922378713412
0,Автозаводский,2026.0,1,8,монолитный железобетон,27.5,12.6,1.0,4675000,15.357739720704924
3,Канавинский,2025.0,9,9,блок+утеплитель,75.06,47.51,10.67,8025600,15.89814699054063
2,Канавинский,2024.0,5,9,панель,53.66,26.16,10.65,5634300,15.544383474137138
3,Канавинский,1997.0,2,14,монолитный железобетон,81.0,52.0,12.0,7990000,15.893701317742458
1,Автозаводский,1988.0,9,10,панель,32.8,17.1,8.0,4800000,15.38412647587812
3,Канавинский,1959.0,1,3,кирпич,53.7,38.3,6.0,5150000,15.454507272639919
2,Ленинский,2024.0,13,14,панель,50.1,26.51,11.83,9599000,16.077169484345674
2,Советский,1973.0,5,5,панель,41.8,25.5,6.0,5990000,15.605601970091632
1,Нижегородский,1983.0,9,9,панель,34.9,17.4,8.5,6000000,15.60727002719233
1,Советский,2024.0,3,25,блок+утеплитель,39.3,16.3,10.9,7500000,15.830413578506539
3,Советский,2020.0,2,10,блок+утеплитель,83.3,39.0,22.5,13890000,16.446679714730525
2,Советский,1967.0,2,5,панель,44.4,32.7,5.4,6150000,15.631962639782701
3,Советский,1974.0,7,9,кирпич,55.9,37.9,6.3,7900000,15.88237331743725
2,Ленинский,1959.0,2,2,шлакоблок,39.6,28.1,4.9,4000000,15.201804919084164
3,Московский,1966.0,9,9,панель,59.1,43.0,7.6,6390000,15.670244826353718
2,Сормовский,2023.0,7,18,блок+утеплитель,49.4,25.9,10.1,9050000,16.01827531567611
1,Сормовский,1971.0,4,9,кирпич,33.0,19.7,6.2,4200000,15.250595083253597
1,Автозаводский,2009.0,15,17,блок+утеплитель,42.5,21.2,9.8,6899000,15.746887031528246
2,Нижегородский,2024.0,3,6,блок+утеплитель,76.0,38.0,13.0,22000000,16.90655301132259
3,Советский,2007.0,8,18,блок+утеплитель,82.0,55.0,20.0,19500000,16.785925023533974
1,Московский,1981.0,2,9,кирпич,37.1,17.7,9.3,4400000,15.29711509888849
3,Нижегородский,2022.0,8,11,кирпич,86.0,54.4,13.5,29950000,17.215039882525733
2,Ленинский,2018.0,2,25,блок+утеплитель,57.2,27.7,9.8,10399999,16.15731626795775
2,Канавинский,2022.0,12,19,блок+утеплитель,60.4,24.1,20.3,14500000,16.489659207390805
3,Автозаводский,1975.0,1,9,кирпич,56.9,37.9,7.1,7150000,15.78262291467019
1,Советский,2012.0,3,10,кирпич,47.9,19.3,10.3,12990000,16.379690388646782
2,Приокский,2012.0,10,10,блок+утеплитель,59.6,31.6,13.8,10300000,16.147654453199863
3,Московский,1974.0,5,9,панель,61.6,44.3,7.1,7950000,15.888682486630515
1,Московский,1969.0,3,5,кирпич,30.0,18.0,6.0,4430000,15.303910142021317
1,Приокский,1974.0,6,9,кирпич,20.9,11.7,5.0,3100000,14.946912669455374
1,Сормовский,2007.0,4,10,кирпич,43.5,17.9,10.7,5900000,15.590462908875947
1,Канавинский,1989.0,3,6,кирпич,29.0,14.0,8.5,4200000,15.250595083253597
2,Ленинский,1982.0,6,9,панель,51.4,27.0,7.5,6200000,15.64005985001532
1,Московский,2014.0,4,10,панель,31.8,16.3,8.3,5500000,15.520258650202699
2,Автозаводский,1968.0,5,5,панель,46.5,33.4,5.5,4600000,15.341566861459324
1,Канавинский,1975.0,1,9,кирпич,22.0,12.0,5.0,2890000,14.876767060088614
2,Ленинский,1961.0,5,5,кирпич,43.4,29.6,5.4,5500000,15.520258650202699
3,Автозаводский,1981.0,7,9,панель,63.1,38.3,9.2,6900000,15.747031969567487
1,Ленинский,1993.0,1,9,кирпич,25.1,12.2,7.2,3700000,15.123843377614453
1,Сормовский,1983.0,4,9,кирпич,34.2,16.7,10.5,4199999,15.25059484515833
1,Приокский,2011.0,6,19,блок+утеплитель,41.5,22.8,11.4,7600000,15.84365880525656
3,Советский,1976.0,1,9,панель,60.0,43.7,7.1,8000000,15.89495209964411
4,Советский,1991.0,9,10,кирпич,79.0,58.0,9.0,14000000,16.454567887579532
1,Канавинский,2015.0,1,10,блок+утеплитель,30.3,12.0,9.5,5200000,15.464169183551656
3,Сормовский,2016.0,6,10,кирпич,76.0,43.5,13.4,11190000,16.23053108028811
2,Московский,1961.0,5,5,панель,45.0,30.0,6.0,5990000,15.605601970091632
3,Новинский,2022.0,7,8,блок+утеплитель,73.1,35.59,20.16,8300000,15.931766072766827
3,Ленинский,1966.0,1,5,панель,58.0,43.5,6.0,6100000,15.623799329143539
2,Ленинский,1960.0,4,5,кирпич,42.6,29.4,6.1,6700000,15.717618084361195
2,Советский,2024.0,4,15,блок+утеплитель,52.6,24.1,17.4,9490000,16.06574917058611
4,Канавинский,1935.0,4,4,кирпич,60.9,44.2,6.4,5990000,15.605601970091632
1,Канавинский,1960.0,1,2,шлакоблок,32.2,21.1,5.9,2800000,14.845129975145433
2,Сормовский,1981.0,3,9,панель,45.8,27.4,7.1,4450000,15.308414654142423
2,Нижегородский,2014.0,11,22,блок+утеплитель,65.5,29.3,12.7,26500000,17.09265529095645
1,Канавинский,1982.0,3,9,панель,36.0,18.0,9.6,6450000,15.679590688771956
3,Приокский,2018.0,4,10,кирпич,86.0,48.1,16.0,13990000,16.453853346641665
2,Автозаводский,1967.0,5,5,панель,43.4,28.5,5.6,2500000,14.73180128983843
2,Ленинский,1964.0,1,4,кирпич,44.0,29.0,5.9,4500000,15.319587954740548
2,Нижегородский,1995.0,3,6,кирпич,48.5,27.3,7.5,6900000,15.747031969567487
4,Сормовский,1973.0,2,9,панель,79.0,56.0,9.1,8250000,15.925723758310864
3,Автозаводский,1967.0,5,5,кирпич,41.9,30.3,5.7,5100000,15.444751097694555
2,Канавинский,1964.0,1,5,кирпич,43.0,28.0,6.0,4800000,15.38412647587812
2,Приокский,1963.0,5,5,кирпич,44.3,27.5,6.0,5600000,15.538277155705378
2,Сормовский,1974.0,4,5,панель,41.0,26.0,6.0,4600000,15.341566861459324
3,Автозаводский,1947.0,2,2,шлакоблок,52.5,37.0,9.0,4650000,15.35237777756354
2,Автозаводский,1972.0,3,9,кирпич,45.0,30.0,6.0,5250000,15.473738634567807
3,Автозаводский,1977.0,9,9,панель,50.0,34.0,6.0,5700000,15.555976732804778
