Дата,Кол-во комнат,Адрес,Год постройки,Этаж,Площадь (кв.м),Цена,Unnamed: 7
12.04,3-комнатная квартира,"Советский район ЖК Зенитул. Краснозвёздная, д. 5 Информация о доме",2008.0,"4 / 18 эт., блок+утеплитель","87,2 / 36,9 / 30",17 500 000 руб.200 688 руб./м²от 207 784 руб./мес.,
12.04,2-комнатная квартира,"Автозаводский районул. Героя Советского Союза Прыгунова, д. 3 Информация о доме",1961.0,"5 / 5 эт., панель","46,1 / 32,9 / 5,5брежн.",4 500 000 руб.97 614 руб./м²от 53 430 руб./мес.,
12.04,1-комнатная квартира,"Ленинский районул. Геройская, д. 1 Информация о доме",1969.0,"1 / 5 эт., кирпич","45,6 / 31,9 / 6хрущ.",5 240 000 руб.114 912 руб./м²от 62 217 руб./мес.,
12.04,1-комнатная квартира,"Советский район ЖК Новая Кузнечихаул. Новокузнечихинская, д. 3 Информация о доме",2023.0,"6 / 10 эт., блок+утеплитель","32,6 / 8 / 15",6 500 000 руб.199 387 руб./м²от 77 177 руб./мес.,
12.04,2-комнатная квартира,"Приокский районул. Батумская, д. 25 Информация о доме",1969.0,"5 / 5 эт., кирпич","47,3 / 29,9 / 6хрущ.",5 990 000 руб.126 638 руб./м²от 71 122 руб./мес.,
12.04,2-комнатная квартира,"Московский район микрорайон Бурнаковскийул. Маршала Воронова, д. 16 Информация о доме",1988.0,"2 / 9 эт., панель","49,4 / 28,2 / 7,4",7 150 000 руб.144 737 руб./м²от 84 895 руб./мес.,
,,,,,,,
12.04,2-комнатная квартира,"Ленинский районул. Херсонская, д. 16 Информация о доме",1964.0,"2 / 5 эт., кирпич","44,5 / 28,2 / 6хрущ.",5 500 000 руб.123 596 руб./м²от 65 304 руб./мес.,
12.04,2-комнатная квартира,"Автозаводский район Соцгород 6просп. Октября, д. 9 Информация о доме",1946.0,"2 / 5 эт., кирпич","50,8 / 28,8 / 6,5стал.",7 499 000 руб.147 618 руб./м²от 89 038 руб./мес.,
12.04,3-комнатная квартира,"Нижегородский район 8-й микрорайонул. Верхнепечёрская, д. 9 Информация о доме",1999.0,"8 / 10 эт., панель","62,2 / 37,5 / 8",8 150 000 руб.131 029 руб./м²от 96 768 руб./мес.,
12.04,2-комнатная квартира,"Автозаводский район Соцгород 9ул. Ватутина, д. 12 Информация о доме",1952.0,"2 / 5 эт., кирпич","55,7 / 32,5 / 7,6стал.",8 500 000 руб.152 603 руб./м²от 100 924 руб./мес.,
12.04,1-комнатная квартира,"Приокский район микрорайон Щербинки 2ул. Маршала Голованова, д. 69 Информация о доме",1974.0,"9 / 9 эт., кирпич","20,7 / 11,2 / 4,9малогабар.",3 500 000 руб.169 082 руб./м²от 41 557 руб./мес.,
12.04,1-комнатная квартира,"Сормовский районул. Василия Иванова, д. 14 к8 Информация о доме",2007.0,"10 / 10 эт., кирпич","37,4 / 18,2 / 10,8",6 150 000 руб.164 439 руб./м²от 73 021 руб./мес.,
12.04,1-комнатная квартира,"Нижегородский район Верхние Печёрыш. Казанское, д. 10 к3 Информация о доме",2003.0,"9 / 10 эт., кирпич","44,8 / 17,6 / 13,9",8 000 000 руб.178 571 руб./м²от 94 987 руб./мес.,
,,,,,,,
12.04,1-комнатная квартира,"Автозаводский район 6-й микрорайонш. Южное, д. 28А Информация о доме",1967.0,"4 / 5 эт., панель","33 / 19 / 5,6брежн.",4 300 000 руб.130 303 руб./м²от 51 056 руб./мес.,
12.04,2-комнатная квартира,"Сормовский районул. Энгельса, д. 22 Информация о доме",1964.0,"3 / 5 эт., панель","41,9 / 27 / 5,3брежн.",5 690 000 руб.135 800 руб./м²от 67 560 руб./мес.,
12.04,2-комнатная квартира,"Нижегородский район 5-й микрорайонул. Верхнепечёрская, д. 14 к1 Информация о доме",2002.0,"2 / 10 эт., панель","58 / 30,7 / 8,5",8 200 000 руб.141 379 руб./м²от 97 362 руб./мес.,
12.04,2-комнатная квартира,"Сормовский районул. Федосеенко, д. 11 Информация о доме",1974.0,"8 / 9 эт., кирпич","45,2 / 28,2 / 6,3",4 940 000 руб.109 292 руб./м²от 58 654 руб./мес.,
12.04,Квартира-студия,"Советский район ЖК Новая Кузнечихаул. Романтиков, д. 8 Информация о доме",2020.0,"2 / 10 эт., блок+утеплитель",28 / 17 / 1,6 000 000 руб.214 286 руб./м²от 71 240 руб./мес.,
12.04,4-комнатная квартира,"Советский район микрорайон Кузнечихаб-р 60-летия Октября, д. 12 Информация о доме",1973.0,"3 / 5 эт., панель","60 / 41,8 / 5,6брежн.",7 500 000 руб.125 000 руб./м²от 89 050 руб./мес.,
12.04,1-комнатная квартира,"Автозаводский район Соцгород 3ул. Советской Армии, д. 12 Информация о доме",1969.0,"3 / 5 эт., панель","32,7 / 19 / 5,5брежн.",4 200 000 руб.128 440 руб./м²от 49 868 руб./мес.,
,,,,,,,
12.04,1-комнатная квартира,"Советский район ЖК Новая Кузнечихапросп. Героев Донбасса, д. 2 Информация о доме",2024.0,"15 / 25 эт., блок+утеплитель","34,2 / 14,9 / 11,1",6 850 000 руб.200 292 руб./м²от 81 333 руб./мес.,
12.04,1-комнатная квартира,"Приокский районул. Широтная, д. 4 Информация о доме",1958.0,"2 / 2 эт., кирпич","29,5 / 20,1 / 4,8народн. стр.",3 800 000 руб.128 814 руб./м²от 45 119 руб./мес.,
12.04,2-комнатная квартира,"Приокский район микрорайон Щербинки 2просп. Гагарина, д. 214 Информация о доме",1976.0,"10 / 12 эт., кирпич","49,2 / 31,4 / 7,6",7 500 000 руб.152 439 руб./м²от 89 050 руб./мес.,
12.04,3-комнатная квартира,"Канавинский районул. Лесной Городок, д. 5Б Информация о доме",2005.0,"3 / 10 эт., блок+утеплитель","87,1 / 47,7 / 14,4",10 000 000 руб.114 811 руб./м²от 118 734 руб./мес.,
12.04,2-комнатная квартира,"Канавинский район ЖК Тихая гаваньул. Якорная, д. 3 Информация о доме",2019.0,"16 / 19 эт., кирпич","50 / 25 / 13,7",9 800 000 руб.196 000 руб./м²от 116 359 руб./мес.,
12.04,1-комнатная квартира,"Московский районул. Чаадаева, д. 6 Информация о доме",1970.0,"2 / 5 эт., кирпич","26,4 / 14,5 / 7хрущ.",3 850 000 руб.145 833 руб./м²от 45 713 руб./мес.,
12.04,2-комнатная квартира,"Сормовский районул. Станиславского, д. 8 Информация о доме",1967.0,"1 / 5 эт., панель","42,3 / 27,8 / 5,4брежн.",3 950 000 руб.93 381 руб./м²от 46 900 руб./мес.,
,,,,,,,
12.04,2-комнатная квартира,"Нижегородский район ЖК Подкова на Родионоваул. Родионова, д. 202 к2 Информация о доме",2023.0,"15 / 17 эт., кирпич","64,2 / 25,5 / 16,5",10 800 000 руб.168 224 руб./м²от 128 233 руб./мес.,
12.04,3-комнатная квартира,"Сормовский районпросп. Кораблестроителей, д. 33 Информация о доме",1971.0,"5 / 5 эт., панель","61,8 / 46,2 / 6брежн.",6 000 000 руб.97 087 руб./м²от 71 240 руб./мес.,
12.04,1-комнатная квартира,"Советский районул. Генкиной, д. 43 к1 Информация о доме",1997.0,"4 / 10 эт., кирпич","52,1 / 25,9 / 11,3",14 400 000 руб.276 392 руб./м²от 170 977 руб./мес.,
