Дата,Кол-во комнат,Адрес,Год постройки,Этаж,Площадь (кв.м),Цена,Unnamed: 7
14.04,2-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"11 / 18 эт., блок+утеплитель","68,8 / 32,4 / 16",14 448 000 руб.210 000 руб./м²от 171 547 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"6 / 18 эт., блок+утеплитель","91,4 / 45,4 / 17,5",17 183 200 руб.188 000 руб./м²от 204 023 руб./мес.,
14.04,2-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"7 / 18 эт., блок+утеплитель","69 / 32,4 / 16,1",13 455 000 руб.195 000 руб./м²от 159 756 руб./мес.,
14.04,1-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"16 / 18 эт., блок+утеплитель","44,4 / 12,4 / 19,6",10 434 000 руб.235 000 руб./м²от 123 887 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"15 / 18 эт., блок+утеплитель","89,1 / 45,8 / 17,5",18 265 500 руб.205 000 руб./м²от 216 873 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"18 / 18 эт., блок+утеплитель","87,4 / 44,8 / 16,3",22 287 000 руб.255 000 руб./м²от 264 622 руб./мес.,
,,,,,,,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"2 / 18 эт., блок+утеплитель","92 / 45,4 / 17,5",14 720 000 руб.160 000 руб./м²от 174 776 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"3 / 18 эт., блок+утеплитель","91,4 / 45,4 / 17,5",15 538 000 руб.170 000 руб./м²от 184 489 руб./мес.,
14.04,2-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"6 / 18 эт., блок+утеплитель","69 / 32,4 / 16,1",13 248 000 руб.192 000 руб./м²от 157 299 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"6 / 18 эт., блок+утеплитель","89,2 / 45,8 / 17,5",16 769 600 руб.188 000 руб./м²от 199 112 руб./мес.,
14.04,1-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"18 / 18 эт., блок+утеплитель","82,6 / 33,9 / 28,2",21 063 000 руб.255 000 руб./м²от 250 089 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"9 / 18 эт., блок+утеплитель","89,2 / 45,8 / 17,5",17 394 000 руб.195 000 руб./м²от 206 526 руб./мес.,
14.04,2-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"16 / 18 эт., блок+утеплитель","74,3 / 31,2 / 19,2",16 717 500 руб.225 000 руб./м²от 198 493 руб./мес.,
,,,,,,,
14.04,2-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"10 / 18 эт., блок+утеплитель","74,3 / 31,2 / 19,2",15 082 900 руб.203 000 руб./м²от 179 085 руб./мес.,
14.04,2-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"11 / 18 эт., блок+утеплитель","74,3 / 31,2 / 19,2",15 231 500 руб.205 000 руб./м²от 180 849 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"8 / 18 эт., блок+утеплитель","89,2 / 45,8 / 17,5",17 215 600 руб.193 000 руб./м²от 204 407 руб./мес.,
14.04,1-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"4 / 18 эт., блок+утеплитель","49,7 / 17 / 11,9",9 940 000 руб.200 000 руб./м²от 118 021 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"2 / 18 эт., блок+утеплитель","89,7 / 45,8 / 17,5",14 352 000 руб.160 000 руб./м²от 170 407 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"7 / 18 эт., блок+утеплитель","89,2 / 45,8 / 17,5",17 037 200 руб.191 000 руб./м²от 202 289 руб./мес.,
14.04,3-комнатная квартира,Приокский район ЖК Швейцария Паркпросп. Гагарина,2025.0,"3 / 18 эт., блок+утеплитель","89,2 / 45,8 / 17,5",15 164 000 руб.170 000 руб./м²от 180 048 руб./мес.,
,,,,,,,
13.04,2-комнатная квартира,"Автозаводский район Соцгород 1ул. Краснодонцев, д. 19 к1 Информация о доме",2007.0,"6 / 12 эт., кирпич","69,68 / 35,66 / 14,45",11 600 000 руб.166 475 руб./м²от 137 731 руб./мес.,
13.04,1-комнатная квартира,"Советский район микрорайон Кузнечихаул. Вячеслава Шишкова, д. 6 к2 Информация о доме",1964.0,"3 / 5 эт., кирпич","30,1 / 17,5 / 6хрущ.",4 350 000 руб.144 518 руб./м²от 51 649 руб./мес.,
13.04,2-комнатная квартира,"Советский районул. Ошарская, д. 98 Информация о доме",2011.0,"2 / 11 эт., кирпич",78 / 27 / 33,17 319 999 руб.222 051 руб./м²от 205 647 руб./мес.,
13.04,2-комнатная квартира,"Приокский районул. Бонч-Бруевича, д. 8а Информация о доме",2008.0,"13 / 14 эт., кирпич","61 / 30,5 / 12,4",11 650 000 руб.190 984 руб./м²от 138 325 руб./мес.,
13.04,3-комнатная квартира,"Сормовский районпросп. Кораблестроителей, д. 32 Информация о доме",1977.0,"7 / 9 эт., панель","51,4 / 34,2 / 6",5 150 000 руб.100 195 руб./м²от 61 148 руб./мес.,
13.04,4-комнатная квартира,"Ленинский район микрорайон Молитовкапл. Комсомольская, д. 2, к1 Информация о доме",1975.0,"7 / 9 эт., панель","105 / 64,3 / 9",11 900 000 руб.113 333 руб./м²от 141 293 руб./мес.,
13.04,3-комнатная квартира,"Советский район ЖК Европейский Кварталул. Тимирязева, д. 9, к1 Информация о доме",2017.0,"22 / 22 эт., блок+утеплитель","95 / 51,34 / 13,65",26 990 000 руб.284 105 руб./м²от 320 463 руб./мес.,
,,,,,,,
13.04,4-комнатная квартира,"Нижегородский районул. Академика Блохиной, д. 7 Информация о доме",2007.0,"2 / 9 эт., кирпич","119,8 / 68,8 / 15,4",40 000 000 руб.333 890 руб./м²от 474 935 руб./мес.,
13.04,3-комнатная квартира,"Нижегородский район ЖК Шаляпинул. Большая Покровская, д. 18А Информация о доме",2021.0,"3 / 6 эт., кирпич","145,1 / 53,69 / 35",39 900 000 руб.274 983 руб./м²от 473 748 руб./мес.,
13.04,1-комнатная квартира,"Нижегородский район Печёрская долинаул. Деловая, д. 22 к1 Информация о доме",2015.0,"1 / 8 эт., кирпич","37,2 / 20,3 / 8,7",8 200 000 руб.220 430 руб./м²от 97 362 руб./мес.,
13.04,3-комнатная квартира,"Нижегородский районул. Пискунова, д. 40А Информация о доме",1957.0,"4 / 4 эт., кирпич",84 / 62 / 9стал.,14 500 000 руб.172 619 руб./м²от 172 164 руб./мес.,
13.04,4-комнатная квартира,"Автозаводский районул. Челюскинцев, д. 27 Информация о доме",,"8 / 9 эт., панель","88,3 / 55,4 / 7,3",11 300 000 руб.127 973 руб./м²от 134 169 руб./мес.,
13.04,4-комнатная квартира,"Нижегородский районул. Красносельская, д. 2 Информация о доме",1993.0,"6 / 10 эт., панель","86,2 / 56 / 10",12 900 000 руб.149 652 руб./м²от 153 167 руб./мес.,
13.04,2-комнатная квартира,"Автозаводский район Соцгород 4ул. Комсомольская, д. 8 Информация о доме",1986.0,"8 / 9 эт., панель","44,3 / 28 / 7,1",6 500 000 руб.146 727 руб./м²от 77 177 руб./мес.,
13.04,3-комнатная квартира,"Автозаводский район микрорайон Северныйпросп. Бусыгина, д. 36 Информация о доме",1972.0,"1 / 5 эт., панель","49,8 / 34,5 / 6брежн.",5 600 000 руб.112 450 руб./м²от 66 491 руб./мес.,
13.04,3-комнатная квартира,"Автозаводский район 6-й микрорайонул. Героя Шнитникова, д. 26 Информация о доме",1978.0,"2 / 9 эт., панель","61,8 / 44,3 / 7",6 900 000 руб.111 650 руб./м²от 81 926 руб./мес.,
,,,,,,,
13.04,2-комнатная квартира,"Советский район ЖК Город Будущегоул. Ванеева, д. 221 Информация о доме",2009.0,"1 / 9 эт., кирпич","65 / 34,2 / 13",11 200 000 руб.172 308 руб./м²от 132 982 руб./мес.,
13.04,2-комнатная квартира,"Автозаводский район микрорайон Мончегорскийпосёлок 40 лет Октября, ул. Народная Стройка, д. 16 Информация о доме",1957.0,"1 / 2 эт., шлакоблок",35 / 27 / 3народн. стр.,3 600 000 руб.102 857 руб./м²от 42 744 руб./мес.,
13.04,3-комнатная квартира,"Нижегородский районул. Ковалихинская, д. 95а Информация о доме",1971.0,"8 / 9 эт., панель","60,8 / 44,4 / 7",9 700 000 руб.159 539 руб./м²от 115 172 руб./мес.,
13.04,1-комнатная квартира,"Автозаводский район ЖК Мой дом на Коломенскойул. Коломенская, д. 8 к1 Информация о доме",2016.0,"9 / 17 эт., блок+утеплитель","38,2 / 18 / 11",6 500 000 руб.170 157 руб./м²от 77 177 руб./мес.,
13.04,3-комнатная квартира,"Московский районул. Берёзовская, д. 114 Информация о доме",1977.0,"2 / 9 эт., кирпич","58,7 / 40,2 / 7",8 200 000 руб.139 693 руб./м²от 97 362 руб./мес.,
13.04,4-комнатная квартира,"Нижегородский районул. Максима Горького, д. 113\30 Информация о доме",2005.0,"6 / 10 эт., кирпич","122,1 / 73,8 / 13,2",27 900 000 руб.228 501 руб./м²от 331 267 руб./мес.,
13.04,3-комнатная квартира,"Ленинский район микрорайон Молитовкаул. Даргомыжского, д. 18 Информация о доме",1981.0,"3 / 9 эт., панель","63,4 / 38,4 / 9,2",9 300 000 руб.146 688 руб./м²от 110 422 руб./мес.,
,,,,,,,
13.04,Квартира-студия,"Сормовский район ЖК Кораблипросп. Кораблестроителей, д. 70 Информация о доме",2018.0,"3 / 10 эт., панель","17,1 / 12,3 / 1",3 490 000 руб.204 094 руб./м²от 41 438 руб./мес.,
13.04,3-комнатная квартира,"Нижегородский районул. Родионова, д. 25 Информация о доме",2010.0,"7 / 10 эт., кирпич","75,9 / 43,4 / 12,9",16 900 000 руб.222 661 руб./м²от 200 660 руб./мес.,
13.04,4-комнатная квартира,"Нижегородский район ЖК Континентальул. Белинского, д. 66 Информация о доме",2023.0,"6 / 18 эт., кирпич","119 / 67 / 18,8",39 800 000 руб.334 454 руб./м²от 472 561 руб./мес.,
13.04,1-комнатная квартира,"Канавинский район микрорайон Мещерское Озероул. Карла Маркса, д. 47 Информация о доме",2015.0,"21 / 23 эт., блок+утеплитель","45,9 / 17,7 / 11,9",9 500 000 руб.206 972 руб./м²от 112 797 руб./мес.,
13.04,2-комнатная квартира,"Ленинский районул. Снежная, д. 14 Информация о доме",1974.0,"4 / 5 эт., панель",50 / 34 / 6брежн.,6 800 000 руб.136 000 руб./м²от 80 739 руб./мес.,
13.04,1-комнатная квартира,"Автозаводский районул. Юлиуса Фучика, д. 37 Информация о доме",1976.0,"1 / 9 эт., панель","32,6 / 17,3 / 5,9",3 900 000 руб.119 632 руб./м²от 46 306 руб./мес.,
13.04,3-комнатная квартира,"Сормовский районул. Федосеенко, д. 11 Информация о доме",1974.0,"3 / 9 эт., кирпич","58,7 / 39,6 / 7,3",5 400 000 руб.91 993 руб./м²от 64 116 руб./мес.,
,,,,,,,
13.04,3-комнатная квартира,"Нижегородский район ЖК Бояр Паласул. Сергиевская, д. 8 Информация о доме",2012.0,"4 / 7 эт., блок+утеплитель",120 / 80 / 30,37 000 000 руб.308 333 руб./м²от 439 315 руб./мес.,
13.04,3-комнатная квартира,"Автозаводский районул. Веденяпина, д. 29 Информация о доме",1979.0,"8 / 14 эт., кирпич","70,7 / 41,9 / 7,7",7 850 000 руб.111 033 руб./м²от 93 206 руб./мес.,
13.04,3-комнатная квартира,"Автозаводский район Соцгород 9ул. Красных Партизан, д. 16 Информация о доме",1995.0,"3 / 9 эт., панель","62,8 / 38,2 / 9,2",8 700 000 руб.138 535 руб./м²от 103 298 руб./мес.,
13.04,2-комнатная квартира,"Советский район Лапшихаул. Головнина, д. 39 Информация о доме",1958.0,"2 / 2 эт., кирпич","36,4 / 27,4 / 5,1народн. стр.",4 888 888 руб.134 310 руб./м²от 58 048 руб./мес.,
13.04,4-комнатная квартира,"Сормовский районул. Островского, д. 2 Информация о доме",1973.0,"1 / 5 эт., панель","58,7 / 42,1 / 6брежн.",8 300 000 руб.141 397 руб./м²от 98 549 руб./мес.,
13.04,3-комнатная квартира,"Автозаводский район Соцгород 10ул. Ватутина, д. 14 Информация о доме",1958.0,"1 / 5 эт., кирпич","79,8 / 50,4 / 14стал.",10 999 000 руб.137 832 руб./м²от 130 595 руб./мес.,
13.04,2-комнатная квартира,"Московский районул. Страж Революции, д. 16 Информация о доме",1952.0,"2 / 5 эт., кирпич","47,2 / 37,4 / 7,9стал.",5 850 000 руб.123 941 руб./м²от 69 459 руб./мес.,
,,,,,,,
13.04,Квартира-студия,"Советский район ЖК Новая Кузнечихаул. Новокузнечихинская, д. 2 Информация о доме",2023.0,"7 / 11 эт., блок+утеплитель",24 / 15 / 1,5 400 000 руб.225 000 руб./м²от 64 116 руб./мес.,
13.04,3-комнатная квартира,"Нижегородский район ЖК Облакаул. Деловая, д. 22 Информация о доме",2023.0,"5 / 10 эт., блок+утеплитель","84,8 / 51,06 / 14,56",14 800 000 руб.174 528 руб./м²от 175 726 руб./мес.,
13.04,2-комнатная квартира,"Автозаводский район Соцгород 9просп. Ильича, д. 34 Информация о доме",1941.0,"2 / 5 эт., кирпич","65,4 / 35 / 15,4стал.",8 600 000 руб.131 498 руб./м²от 102 111 руб./мес.,
13.04,2-комнатная квартира,"Нижегородский районул. Родионова, д. 167 к5",2018.0,"5 / 10 эт., монолитный железобетон","56,9 / 28,3 / 11,1",12 340 000 руб.216 872 руб./м²от 146 518 руб./мес.,
13.04,4-комнатная квартира,"Нижегородский район ЖК Паруспл. Сенная, д. 1 Информация о доме",2023.0,"9 / 25 эт., блок+утеплитель","154 / 58,58 / 40",46 500 000 руб.301 948 руб./м²от 552 112 руб./мес.,
13.04,1-комнатная квартира,"Нижегородский районул. Ковалихинская, д. 60 Информация о доме",1964.0,"4 / 5 эт., кирпич","34,5 / 18 / 6хрущ.",6 140 000 руб.177 971 руб./м²от 72 903 руб./мес.,
13.04,1-комнатная квартира,"Канавинский районул. Движенцев, д. 10 Информация о доме",,"9 / 10 эт., кирпич","40,4 / 15,8 / 10",5 820 000 руб.144 059 руб./м²от 69 103 руб./мес.,
13.04,2-комнатная квартира,"Советский районул. Ванеева, д. 59 Информация о доме",1961.0,"4 / 5 эт., кирпич","42,1 / 28,7 / 5,3хрущ.",5 400 000 руб.128 266 руб./м²от 64 116 руб./мес.,
13.04,2-комнатная квартира,"Автозаводский район ЖК Чкаловул. Красноуральская, д. 11 Информация о доме",2024.0,"18 / 18 эт., кирпич","42 / 22,4 / 8,2",7 458 864 руб.177 592 руб./м²от 88 562 руб./мес.,
,,,,,,,
13.04,2-комнатная квартира,"Автозаводский районул. Красноуральская, д. 13 к1 Информация о доме",1974.0,"1 / 5 эт., панель","42 / 25,2 / 5,7брежн.",4 490 000 руб.106 905 руб./м²от 53 311 руб./мес.,
13.04,2-комнатная квартира,"Канавинский район микрорайон Мещерское Озеронаб. Волжская, д. 17 Информация о доме",2014.0,"2 / 17 эт., блок+утеплитель","67,8 / 32,8 / 12,2",13 100 000 руб.193 215 руб./м²от 155 541 руб./мес.,
13.04,3-комнатная квартира,"Московский районпросп. Героев, д. 41 Информация о доме",1966.0,"6 / 6 эт., кирпич","54,1 / 39,3 / 5,1хрущ.",4 399 999 руб.81 331 руб./м²от 52 243 руб./мес.,
13.04,7-комнатная квартира,"Нижегородский районслобода Подновье, ул. Лысогорская, д. 89/1",,"15 / 17 эт., блок+утеплитель","177,5 / 154,6 / 13,5",25 500 000 руб.143 662 руб./м²от 302 771 руб./мес.,
13.04,3-комнатная квартира,"Сормовский районул. Гаугеля, д. 5 Информация о доме",1971.0,"4 / 5 эт., панель","62,5 / 46,5 / 5,9брежн.",5 900 000 руб.94 400 руб./м²от 70 053 руб./мес.,
13.04,2-комнатная квартира,"Московский районул. Евгения Никонова, д. 19 Информация о доме",,"4 / 5 эт., панель","39,2 / 23 / 5,9брежн.",4 700 000 руб.119 898 руб./м²от 55 805 руб./мес.,
13.04,2-комнатная квартира,"Ленинский район ЖК Октаваул. Глеба Успенского, д. 1 к7 Информация о доме",2019.0,"6 / 18 эт., блок+утеплитель","53 / 29,1 / 9,2",10 600 000 руб.200 000 руб./м²от 125 858 руб./мес.,
,,,,,,,
13.04,3-комнатная квартира,"Автозаводский район Соцгород 2ул. Строкина, д. 12 Информация о доме",1980.0,"1 / 9 эт., панель","59,3 / 39,3 / 7",6 399 000 руб.107 909 руб./м²от 75 978 руб./мес.,
13.04,3-комнатная квартира,"Сормовский районул. Героев Космоса, д. 30 Информация о доме",1974.0,"4 / 9 эт., панель","55,8 / 40,1 / 7,1",6 150 000 руб.110 215 руб./м²от 73 021 руб./мес.,
13.04,1-комнатная квартира,"Канавинский район микрорайон Гордеевскийш. Московское, д. 31А Информация о доме",2015.0,"12 / 12 эт., кирпич","39 / 18,5 / 10,7",7 650 000 руб.196 154 руб./м²от 90 831 руб./мес.,
13.04,2-комнатная квартира,"Московский районпосёлок Берёзовая Пойма, ул. Фрезеристов, д. 5 Информация о доме",1967.0,"2 / 2 эт., дерево","35,7 / 21,9 / 6",2 250 000 руб.63 025 руб./м²от 26 715 руб./мес.,
13.04,2-комнатная квартира,"Автозаводский районул. Веденяпина, д. 16 Информация о доме",1965.0,"4 / 5 эт., кирпич","43,8 / 29 / 5,6хрущ.",6 100 000 руб.139 269 руб./м²от 72 428 руб./мес.,
13.04,2-комнатная квартира,"Ленинский районпросп. Ленина, д. 43 к5 Информация о доме",1974.0,"1 / 5 эт., панель","41,4 / 25,9 / 6брежн.",5 150 000 руб.124 396 руб./м²от 61 148 руб./мес.,
13.04,2-комнатная квартира,"Автозаводский район Соцгород 2ул. Политбойцов, д. 6 Информация о доме",1978.0,"8 / 9 эт., панель","45 / 27,5 / 8",7 300 000 руб.162 222 руб./м²от 86 676 руб./мес.,
,,,,,,,
13.04,3-комнатная квартира,"Московский район микрорайон Бурнаковскийул. Народная, д. 32 Информация о доме",2000.0,"2 / 10 эт., панель","67,8 / 50 / 9,6",8 730 000 руб.128 761 руб./м²от 103 655 руб./мес.,
13.04,1-комнатная квартира,"Нижегородский район 1-й микрорайонул. Композитора Касьянова, д. 6 Информация о доме",1987.0,"4 / 9 эт., панель",34 / 18 / 9,5 850 000 руб.172 059 руб./м²от 69 459 руб./мес.,
13.04,3-комнатная квартира,"Канавинский район микрорайон Гордеевскийш. Московское, д. 29 Информация о доме",1971.0,"3 / 9 эт., панель","61 / 44 / 7,5",6 900 000 руб.113 115 руб./м²от 81 926 руб./мес.,
13.04,3-комнатная квартира,"Советский районул. Краснозвёздная, д. 12а Информация о доме",1967.0,"2 / 6 эт., кирпич",52 / 35 / 6хрущ.,7 300 000 руб.140 385 руб./м²от 86 676 руб./мес.,
12.04,2-комнатная квартира,"Сормовский районул. Планетная, д. 20В Информация о доме",1958.0,"1 / 2 эт., шлакоблок","40,1 / 29,3 / 5народн. стр.",3 300 000 руб.82 294 руб./м²от 39 182 руб./мес.,
12.04,3-комнатная квартира,"Нижегородский район 1-й микрорайонул. Германа Лопатина, д. 9 Информация о доме",1986.0,"3 / 9 эт., панель","65 / 40 / 9,5",8 200 000 руб.126 154 руб./м²от 97 362 руб./мес.,
12.04,2-комнатная квартира,"Советский район ЖК Зенитул. Героя Советского Союза Аристархова, д. 5 Информация о доме",2024.0,"10 / 15 эт., блок+утеплитель","55,5 / 29,3 / 7,3",13 590 000 руб.244 865 руб./м²от 161 359 руб./мес.,
,,,,,,,
12.04,2-комнатная квартира,"Автозаводский районул. Лескова, д. 56А Информация о доме",1965.0,"1 / 5 эт., панель","42,9 / 29 / 5,8брежн.",4 275 000 руб.99 650 руб./м²от 50 759 руб./мес.,
12.04,2-комнатная квартира,"Советский район ЖК Зенитул. Героя Советского Союза Аристархова, д. 2 Информация о доме",2023.0,"5 / 16 эт., блок+утеплитель","52 / 25 / 17,5",9 900 000 руб.190 385 руб./м²от 117 546 руб./мес.,
12.04,3-комнатная квартира,Канавинский районул. Вязниковская,2025.0,"6 / 10 эт., панель","75 / 44,66 / 10,7",7 565 025 руб.100 867 руб./м²от 89 822 руб./мес.,
12.04,2-комнатная квартира,"Автозаводский район микрорайон Северныйул. Переходникова, д. 31 Информация о доме",1976.0,"7 / 9 эт., кирпич","45,2 / 27,5 / 6,1",5 300 000 руб.117 257 руб./м²от 62 929 руб./мес.,
12.04,2-комнатная квартира,"Приокский район микрорайон Щербинки 2ул. Маршала Голованова, д. 35 Информация о доме",1977.0,"4 / 9 эт., панель",44 / 27 / 7,5 250 000 руб.119 318 руб./м²от 62 335 руб./мес.,
12.04,3-комнатная квартира,"Советский районул. Горловская, д. 6А Информация о доме",1958.0,"2 / 2 эт., дерево","61,8 / 45 / 6,8",6 600 000 руб.106 796 руб./м²от 78 364 руб./мес.,
12.04,1-комнатная квартира,"Автозаводский район микрорайон Мончегорскийул. Спутника, д. 40 Информация о доме",2012.0,"3 / 10 эт., панель","31,8 / 16 / 8,2",4 570 000 руб.143 711 руб./м²от 54 261 руб./мес.,
12.04,2-комнатная квартира,"Автозаводский район Соцгород 6просп. Октября, д. 9 Информация о доме",1946.0,"5 / 5 эт., кирпич","51,4 / 28,5 / 6,5стал.",6 499 000 руб.126 440 руб./м²от 77 165 руб./мес.,
12.04,3-комнатная квартира,"Московский районул. Ярошенко, д. 4 Информация о доме",1959.0,"2 / 5 эт., кирпич","54 / 38 / 5,6хрущ.",6 200 000 руб.114 815 руб./м²от 73 615 руб./мес.,
,,,,,,,
12.04,4-комнатная квартира,"Ленинский район микрорайон Молитовкаул. Архитектурная, д. 13 Информация о доме",1972.0,"3 / 5 эт., кирпич","62,4 / 45 / 6,1хрущ.",7 000 000 руб.112 179 руб./м²от 83 114 руб./мес.,
12.04,2-комнатная квартира,"Приокский район Суриковскийул. Терешковой, д. 6Б Информация о доме",1964.0,"2 / 5 эт., кирпич","40,2 / 28,9 / 4хрущ.",5 600 000 руб.139 303 руб./м²от 66 491 руб./мес.,
12.04,2-комнатная квартира,"Нижегородский районул. Ковалихинская, д. 77 Информация о доме",1972.0,"4 / 9 эт., панель","43,4 / 27,3 / 7",8 300 000 руб.191 244 руб./м²от 98 549 руб./мес.,
12.04,2-комнатная квартира,"Московский районул. Генерала Клюева, д. 2 Информация о доме",,"1 / 2 эт., кирпич",50 / 33 / 6стал.,5 300 000 руб.106 000 руб./м²от 62 929 руб./мес.,
12.04,2-комнатная квартира,"Автозаводский район Соцгород 5просп. Кирова, д. 4 Информация о доме",1937.0,"4 / 6 эт., кирпич","53,6 / 31,8 / 7,5стал.",7 950 000 руб.148 321 руб./м²от 94 393 руб./мес.,
12.04,3-комнатная квартира,"Сормовский районул. Волжская, д. 40 к2 Информация о доме",1998.0,"6 / 10 эт., кирпич","63,6 / 37,2 / 10,4",7 650 000 руб.120 283 руб./м²от 90 831 руб./мес.,
12.04,2-комнатная квартира,"Нижегородский районул. Ильинская, д. 58 Информация о доме",1878.0,"2 / 3 эт., кирпич",58 / 28 / 11стар. фонд,10 500 000 руб.181 034 руб./м²от 124 670 руб./мес.,
,,,,,,,
12.04,2-комнатная квартира,"Нижегородский районул. Ильинская, д. 37 Информация о доме",1967.0,"2 / 9 эт., кирпич","45 / 26 / 8,5",9 000 000 руб.200 000 руб./м²от 106 860 руб./мес.,
12.04,2-комнатная квартира,"Советский район ЖК Цветы 2ул. Академика Сахарова, д. 99 к1 Информация о доме",2022.0,"8 / 17 эт., блок+утеплитель","69,3 / 29,6 / 24,8",12 700 000 руб.183 261 руб./м²от 150 792 руб./мес.,
12.04,2-комнатная квартира,"Сормовский районул. Василия Иванова, д. 34",1950.0,"1 / 2 эт., дерево","44,2 / 24 / 7",3 470 000 руб.78 507 руб./м²от 41 201 руб./мес.,
12.04,1-комнатная квартира,"Советский район ЖК Новая Кузнечихаул. Новокузнечихинская, д. 11 Информация о доме",2022.0,"16 / 17 эт., блок+утеплитель","36,7 / 14 / 10,2",7 500 000 руб.204 360 руб./м²от 89 050 руб./мес.,
12.04,2-комнатная квартира,"Канавинский районул. Движенцев, д. 32А Информация о доме",1985.0,"8 / 9 эт., кирпич","46,5 / 27,7 / 8",5 500 000 руб.118 280 руб./м²от 65 304 руб./мес.,
12.04,1-комнатная квартира,"Приокский район ЖК Цветыул. Академика Сахарова, д. 109 к1 Информация о доме",2014.0,"8 / 17 эт., блок+утеплитель","41,5 / 19,5 / 9,6",7 250 000 руб.174 699 руб./м²от 86 082 руб./мес.,
12.04,2-комнатная квартира,"Приокский район ЖД Приокскийул. Маршала Жукова, д. 8 к1 Информация о доме",2024.0,"13 / 16 эт., кирпич","59,3 / 28,6 / 10,9",9 250 000 руб.155 987 руб./м²от 109 829 руб./мес.,
,,,,,,,
12.04,2-комнатная квартира,"Автозаводский районул. Лескова, д. 27 Информация о доме",1958.0,"2 / 2 эт., шлакоблок","37,9 / 28,2 / 4,6народн. стр.",4 100 000 руб.108 179 руб./м²от 48 681 руб./мес.,
12.04,2-комнатная квартира,"Нижегородский район Верхние Печёрыш. Казанское, д. 4 к3 Информация о доме",2003.0,"6 / 10 эт., кирпич","57,4 / 31,8 / 10",11 290 000 руб.196 690 руб./м²от 134 050 руб./мес.,
12.04,3-комнатная квартира,"Советский районул. Генкиной, д. 102 Информация о доме",1980.0,"5 / 9 эт., кирпич","67,8 / 43,6 / 8,7",11 900 000 руб.175 516 руб./м²от 141 293 руб./мес.,
12.04,2-комнатная квартира,"Канавинский район микрорайон Гордеевскийул. Гордеевская, д. 36А Информация о доме",2008.0,"3 / 10 эт., кирпич","62 / 33 / 27,3",8 700 000 руб.140 323 руб./м²от 103 298 руб./мес.,
12.04,2-комнатная квартира,"Автозаводский район микрорайон Северныйпросп. Бусыгина, д. 16 Информация о доме",1975.0,"4 / 9 эт., панель","39 / 22,6 / 5,9",5 200 000 руб.133 333 руб./м²от 61 742 руб./мес.,
12.04,3-комнатная квартира,"Нижегородский районул. Короленко, д. 19б Информация о доме",2008.0,"8 / 9 эт., кирпич","117,3 / 64,5 / 20,4",28 000 000 руб.238 704 руб./м²от 332 455 руб./мес.,
12.04,1-комнатная квартира,"Автозаводский район микрорайон Мончегорскийпосёлок 40 лет Октября, ул. Народная Стройка, д. 2 Информация о доме",1957.0,"1 / 2 эт., шлакоблок","25,8 / 17 / 5народн. стр.",2 900 000 руб.112 403 руб./м²от 34 433 руб./мес.,
,,,,,,,
12.04,1-комнатная квартира,"Приокский район микрорайон Победаул. 40 лет Победы, д. 19 Информация о доме",2012.0,"5 / 10 эт., блок+утеплитель","33,3 / 16 / 6,1",5 400 000 руб.162 162 руб./м²от 64 116 руб./мес.,
12.04,2-комнатная квартира,"Сормовский район ЖК Кораблипросп. Кораблестроителей, д. 78 Информация о доме",2023.0,"1 / 10 эт., панель","55,7 / 30 / 8,5",7 700 000 руб.138 241 руб./м²от 91 425 руб./мес.,
12.04,2-комнатная квартира,"Приокский район микрорайон Щербинки 2ул. Маршала Голованова, д. 45 Информация о доме",1979.0,"8 / 9 эт., панель","38 / 21,8 / 5,8",5 990 000 руб.157 632 руб./м²от 71 122 руб./мес.,
